customer_id,company_name,contact_name,email,phone,industry,company_size,customer_tier,signup_date,last_interaction,country,state,city,annual_revenue,support_plan,is_active
480,Ayala-Roy,Shelby Avery,dsims@example.net,(234)940-7779x462,Healthcare,6616,Platinum,2024-05-05,2024-03-11,Guatemala,Alaska,Lake Moniquefort,6550389,Basic,True
481,"Lyons, Guzman and Hammond",James Warren,carlos33@example.org,331.925.5235x617,Technology,3367,Silver,2024-05-09,2023-02-27,Central African Republic,Alabama,Rodriguezchester,4092524,Premium,True
482,Simpson-Berry,Bryan Robinson,vanceamy@example.com,390-829-5026x480,Finance,4675,Bronze,2023-06-22,2023-05-30,El Salvador,Connecticut,Ruizville,2478560,Enterprise,False
483,Contreras-Jackson,Adrian Martin,humphreypatricia@example.net,+1-721-934-8629,Government,9946,Platinum,2023-06-20,2023-11-07,Sweden,Iowa,North Melanie,3073201,Premium,True
484,Morgan PLC,Tina Johnson,hpowell@example.com,406.373.6820x5068,Manufacturing,2810,Silver,2023-06-13,2023-09-12,Peru,Hawaii,South Erikastad,348842,Premium,True
485,Giles-Mcdaniel,Chris Jones,charlesduncan@example.com,001-567-890-8984,Retail,9987,Gold,2024-07-25,2024-09-25,Zambia,Hawaii,North Melissa,668932,Standard,True
486,"Hamilton, Ball and Moran",Wayne Wong,nicole59@example.net,+1-211-945-7887,Technology,5858,Silver,2023-06-21,2024-02-02,Kiribati,Missouri,Gonzalezburgh,539863,Enterprise,True
487,Deleon-Stuart,Mark Mcpherson,fbishop@example.com,+1-729-596-8722,Education,635,Gold,2024-05-12,2023-01-01,Norway,Idaho,West Brett,4618560,Basic,True
488,Campos-Price,Evelyn Bryant,johnsondavid@example.com,+1-925-854-4286,Healthcare,2309,Gold,2024-08-26,2024-03-22,Colombia,South Dakota,Lake Stephanie,9037275,Premium,True
489,Cline and Sons,Stephanie Armstrong,petersonfrank@example.org,+1-552-585-7256x29269,Finance,8689,Gold,2023-03-16,2024-09-20,Wallis and Futuna,North Carolina,New Jenniferstad,6237176,Basic,True
490,Stone-Huber,Kristin Smith,katelyn44@example.org,9349918911,Healthcare,778,Silver,2024-01-16,2024-05-29,Mozambique,Kansas,Lauraland,6210659,Standard,True
491,Davis-Carter,Ronald Harris,jessicadiaz@example.org,(678)313-6750x09421,Technology,5807,Silver,2023-11-30,2024-03-25,Yemen,Delaware,Hoffmanberg,8119741,Basic,True
492,Anderson-Kirk,Selena Bailey,pamelamcconnell@example.net,001-466-905-9867x87442,Manufacturing,5545,Gold,2024-12-18,2024-10-14,Fiji,Ohio,Jessicachester,6202037,Premium,False
493,"Roberts, Shaw and Torres",Barbara Miller,bduke@example.org,3005245393,Healthcare,1906,Gold,2024-09-25,2023-02-20,Albania,Massachusetts,Timothyhaven,3524083,Enterprise,True
494,"White, Garcia and Turner",Kelly Reyes,sthomas@example.org,(377)546-2025x82543,Government,2842,Bronze,2024-06-22,2023-05-20,Bahrain,Florida,New Douglas,218854,Premium,True
495,Brown Ltd,Brandon Sanchez,tracy38@example.com,(908)927-6817x225,Finance,4275,Gold,2024-02-15,2023-07-13,Burkina Faso,Missouri,Port Ashley,648510,Premium,True
496,"Davis, Velasquez and Bond",Janet Sandoval,jessicalong@example.net,(971)572-1733,Retail,9554,Silver,2024-11-29,2024-11-07,Greece,Idaho,East Barbara,9610577,Standard,False
497,Keith-Moses,Rebecca Sandoval,bowmanjoel@example.net,(732)655-3983,Finance,6856,Bronze,2023-12-24,2024-04-15,Saint Pierre and Miquelon,West Virginia,Robinsonfurt,4962755,Standard,True
498,"Cook, Grimes and Lane",Kathleen Baldwin,whitesean@example.net,902.992.7120x539,Manufacturing,1853,Silver,2023-12-24,2024-10-15,Greece,Florida,East Edward,1753502,Standard,True
499,Daniel-Barber,Colin Johnson,bakerangela@example.net,+1-878-288-9753x58523,Government,672,Silver,2023-01-13,2024-12-14,Dominica,Missouri,Port Ashleyshire,5481025,Basic,True
500,Reed and Sons,Shelby Duncan,johnsonedward@example.net,(595)201-4374,Retail,3226,Bronze,2024-02-25,2024-12-25,Belize,Indiana,Davisville,2535784,Enterprise,True
501,"Hernandez, Hernandez and Clark",Michael Graves,wortiz@example.net,(301)491-1166,Healthcare,695,Bronze,2024-03-26,2023-01-24,Burkina Faso,Washington,Dorothyhaven,7442329,Standard,True
502,"Francis, Lewis and Carter",James Clark,guerrerostanley@example.net,481-724-2114x0868,Government,153,Gold,2024-12-17,2023-04-20,France,Missouri,North Mary,3348973,Premium,True
503,"James, Gibbs and Cochran",April Galvan,david97@example.org,001-813-671-2436x58585,Government,2145,Silver,2024-09-09,2023-07-09,Belarus,West Virginia,North Donald,8184142,Basic,True
504,Cox and Sons,Justin Ramirez,carolbrown@example.net,001-716-769-0632x2481,Finance,2608,Bronze,2023-06-11,2024-06-02,France,Arizona,North David,6193262,Enterprise,True
505,"Rocha, Bowman and Richardson",Elizabeth Brown,xlawrence@example.com,(246)323-4712x476,Technology,9102,Bronze,2024-07-15,2024-08-04,Malaysia,Delaware,East Anthonychester,9391949,Standard,True
506,Ross-Hines,Christopher Black,blacklisa@example.net,(271)829-0150x713,Education,1675,Silver,2023-02-09,2024-06-04,Grenada,Colorado,Port Monicastad,9003570,Premium,True
507,Gonzalez-Morales,Craig Smith,iwhite@example.net,+1-557-566-9470x31805,Retail,6605,Silver,2024-08-23,2024-11-02,Kazakhstan,Kentucky,Prestonchester,2598354,Basic,True
508,"Brown, Allen and Taylor",Alicia Brown,richard61@example.com,690-511-0797x71400,Retail,9054,Bronze,2024-08-21,2024-02-15,Reunion,Virginia,Audreymouth,4282400,Basic,True
509,Williams PLC,Amanda Lawrence,znoble@example.net,373.813.7971x66984,Education,1641,Silver,2023-06-07,2023-07-29,Australia,New York,Duncanbury,4014105,Standard,False
510,Kim-Clark,Kaylee Garza,brandi19@example.com,2149262037,Government,8866,Silver,2023-03-19,2023-10-27,Tajikistan,Hawaii,Lake Lindaview,1695144,Basic,True
511,Cohen-Potter,Linda Dyer,hlester@example.org,608.489.4801x864,Healthcare,1980,Platinum,2024-11-22,2024-10-06,Mali,North Carolina,New Tonya,8603498,Premium,True
512,Ryan Inc,Debbie Williams,qflores@example.org,(336)491-4961,Retail,8196,Gold,2024-07-31,2024-03-13,Jamaica,Oklahoma,South Jessica,6678422,Enterprise,False
513,"Williams, Williams and Gomez",Deanna Tyler,brodriguez@example.org,983.827.4883x5651,Healthcare,4808,Bronze,2024-10-07,2024-11-07,Reunion,South Dakota,Maryfurt,6537932,Standard,False
514,Walls-Patterson,Jorge Hernandez,jsmith@example.com,462-225-9364,Retail,9412,Silver,2023-07-14,2023-10-20,Qatar,North Carolina,New Blake,7413326,Standard,True
515,Mendoza-Ewing,Jill Johnston,ejohnson@example.org,513-919-3592x3613,Manufacturing,6688,Bronze,2023-09-07,2024-12-17,Aruba,Kentucky,Angelaville,6821091,Premium,False
516,"Johnson, Martin and Knox",Eric Thomas,jensenroy@example.net,9349409661,Manufacturing,1080,Silver,2024-05-26,2024-03-10,Montserrat,Wisconsin,New Ambertown,6822708,Enterprise,True
517,Davis Inc,Jason Abbott,cobbmary@example.net,(566)848-6989,Manufacturing,9013,Platinum,2023-08-16,2024-01-05,Montenegro,Maryland,West Matthewview,5360591,Basic,True
518,Austin Ltd,Catherine Kirk,pvang@example.net,(805)511-7160x3988,Education,5160,Silver,2023-10-27,2024-06-01,Brunei Darussalam,Connecticut,Markton,6458278,Enterprise,True
519,Johnson Ltd,Elizabeth Taylor,harold46@example.com,+1-648-796-6760x56420,Education,5976,Platinum,2024-07-06,2023-09-06,Uganda,Alaska,Pattonport,5450795,Standard,True
520,"Trujillo, Johnson and Anderson",Jaclyn Lindsey,ologan@example.org,001-865-440-1659x95300,Government,3069,Bronze,2023-05-08,2023-08-03,Serbia,New Hampshire,Brandtfort,8051535,Premium,True
521,Gallagher PLC,Alexis Miller,jenna11@example.com,948.986.0080x17986,Retail,2104,Silver,2024-09-30,2023-05-07,Nepal,Minnesota,Galvantown,4683487,Enterprise,True
522,"Ortiz, Baker and Martin",Angela Cross,brianrice@example.org,001-475-736-5968x0785,Finance,8432,Silver,2023-08-15,2023-04-01,Moldova,Vermont,New Mark,4348289,Premium,False
523,Williams-Lowe,Eric Richardson,jmorgan@example.org,912-332-7489,Education,7192,Platinum,2024-07-11,2023-06-27,French Polynesia,Tennessee,South Geoffrey,3314986,Enterprise,False
524,Weiss Group,Adam Daniels,lawsonpaul@example.org,4456306935,Retail,3769,Gold,2024-09-10,2024-10-05,American Samoa,Arizona,New Cesarfurt,7491061,Enterprise,True
525,Palmer-Jones,William Ramirez,sabrina54@example.com,(208)738-5179x93781,Healthcare,9770,Bronze,2023-04-18,2023-11-30,Macao,North Carolina,Morganfurt,9627756,Enterprise,True
526,"Robertson, Moore and Tanner",Amy Kaiser,timothy27@example.org,472-646-3019x864,Healthcare,3347,Silver,2024-03-08,2023-04-29,Dominica,Kansas,East Theresaside,8488090,Basic,True
527,Acevedo PLC,Christopher Camacho,josephangela@example.org,(221)201-0232,Technology,8562,Platinum,2023-12-03,2023-10-04,Aruba,Alaska,Espinozaville,287973,Basic,True
528,Watson Inc,Thomas Young,sarah31@example.net,207.246.8235x46951,Healthcare,286,Platinum,2024-09-01,2023-10-23,Cocos (Keeling) Islands,Alabama,Lisaview,5626817,Enterprise,True
529,Rivera Ltd,Jeffrey Prince,fhenderson@example.org,9657411340,Technology,6544,Gold,2024-07-17,2023-12-09,Mali,South Carolina,West Kendraborough,7312466,Enterprise,True
530,Phillips and Sons,Nicholas Cunningham,mmoore@example.com,3839868889,Retail,7961,Bronze,2023-09-23,2023-09-28,Nauru,Nevada,West Shawn,1400810,Enterprise,True
531,Steele and Sons,Tony Anderson,shawn89@example.net,(460)341-8095,Government,7562,Gold,2023-09-02,2023-08-18,British Indian Ocean Territory (Chagos Archipelago),New Jersey,Bryantland,2414748,Enterprise,True
532,Guzman-Bowers,Michael Davenport,juanfranklin@example.net,(926)242-2297x5891,Government,4340,Gold,2023-07-14,2023-04-07,Swaziland,Oklahoma,Erinstad,8255514,Basic,True
533,Chan-Martinez,Brenda Richard,tyler09@example.org,001-601-963-5640x7232,Healthcare,8252,Silver,2024-11-02,2024-03-22,Tuvalu,Washington,Adamland,8244915,Standard,True
534,"Green, Chavez and Davis",Andrea David DDS,adam10@example.com,+1-901-319-5092,Government,1421,Gold,2023-05-16,2023-03-01,Turkmenistan,Arizona,Jeremymouth,993220,Standard,True
535,Johnson Inc,Linda Becker,kruegerjonathan@example.net,+1-818-594-8543x2987,Government,6762,Gold,2023-04-06,2023-07-07,Zimbabwe,New Mexico,South Maryland,8734736,Standard,True
536,Ballard PLC,Steven Swanson,johnsonmartin@example.org,(689)563-2174x357,Finance,2490,Platinum,2024-01-22,2023-10-24,Faroe Islands,Ohio,Williamschester,7612915,Standard,True
537,"Robinson, Robbins and King",Joshua Lee,tammy53@example.com,+1-846-728-0550x7740,Education,5507,Gold,2023-02-28,2024-12-02,Cayman Islands,Indiana,Lake Makayla,670665,Premium,False
538,Rodriguez-Snyder,Monica Wade,prestoncory@example.org,678-961-9025,Manufacturing,6384,Bronze,2024-05-16,2023-05-10,North Macedonia,Alaska,Lovestad,4022644,Premium,True
539,"Shepard, Fleming and Bolton",Mary White,kristen95@example.org,4267015153,Government,9647,Gold,2023-11-18,2024-10-12,Guadeloupe,Arizona,Campbellfort,1775927,Enterprise,False
540,Richard Group,Amber Gomez,dawn31@example.org,3642934039,Finance,5715,Silver,2024-11-15,2024-10-03,Japan,Arizona,Calebside,5131351,Basic,True
541,"Rogers, Gilbert and Mcclain",Heather Wolf,reginaparks@example.com,(205)261-0067,Education,9368,Platinum,2024-11-19,2024-10-25,Mexico,Arkansas,New Paulmouth,8111131,Premium,True
542,"Woodard, Ferrell and Mason",Beth Preston,eileenhudson@example.com,295-530-0677x6255,Healthcare,5710,Bronze,2023-02-23,2023-06-05,Hong Kong,Massachusetts,Davidfurt,3181050,Premium,True
543,Medina-White,Cody Valentine,jefferywalker@example.com,510-209-0605,Manufacturing,8873,Platinum,2024-01-08,2023-06-27,Canada,Delaware,South Philipbury,2383061,Basic,True
544,"Cook, Hester and Barr",Shawn Hart,kmorris@example.org,529-596-4260,Education,2945,Bronze,2024-10-07,2023-04-14,Heard Island and McDonald Islands,Minnesota,North Jonathan,7874013,Basic,False
545,"Martinez, Solomon and Wilson",Sarah Perez,whiteryan@example.org,992-215-8189,Manufacturing,6007,Bronze,2023-11-13,2024-07-18,Macao,Nevada,New Nathan,9331463,Basic,False
546,"Gilmore, Carroll and Ford",Carol Vazquez,chawkins@example.net,8534789318,Retail,9543,Platinum,2024-10-18,2024-08-09,Falkland Islands (Malvinas),Michigan,Michelleville,8722040,Standard,True
547,"Webster, Martin and Brown",Lisa Herrera,derekdougherty@example.org,714-547-4328x116,Manufacturing,177,Silver,2024-06-21,2024-06-20,Brunei Darussalam,Arizona,North Joshua,2604296,Standard,True
548,Love Group,Timothy Dominguez,sanchezjennifer@example.org,001-528-916-5064x63005,Education,7540,Gold,2023-10-18,2024-03-02,New Zealand,Ohio,East Katrina,484496,Standard,True
549,Perry Ltd,Angela Evans,valenciaerik@example.net,331.504.3841x96622,Technology,6887,Platinum,2023-01-11,2023-02-10,Iraq,Oklahoma,Tanyachester,6697744,Enterprise,False
550,Reyes Ltd,Christian Hudson,dcox@example.com,001-644-540-7663,Manufacturing,3691,Platinum,2023-09-08,2023-08-09,Netherlands,Missouri,South James,2934398,Enterprise,True
551,Macias-Wilson,Charles Robinson,vwade@example.com,+1-385-842-1880x8799,Healthcare,3943,Gold,2024-10-24,2024-06-03,Palestinian Territory,Rhode Island,Bakerborough,9490302,Premium,True
552,Cortez LLC,Valerie Lopez,elizabeth58@example.org,934.830.3115,Technology,6135,Gold,2023-09-27,2023-12-07,Saint Lucia,Missouri,Victormouth,6833982,Premium,False
553,"Rogers, Gonzalez and Rasmussen",Justin Ritter,phillip98@example.com,763-242-1254,Retail,139,Gold,2024-11-06,2024-11-14,United States Virgin Islands,Maryland,Port Matthewfurt,2492353,Premium,True
554,"James, Turner and Griffin",Thomas Smith,derrick59@example.org,826-314-0489x332,Finance,5199,Gold,2023-06-05,2024-08-14,Korea,Oregon,Robinsonmouth,3891742,Basic,False
555,Johnson Ltd,Barbara Bentley,samantha21@example.org,(887)918-4523x542,Finance,4385,Platinum,2023-02-05,2023-12-29,Norway,Hawaii,Lake Allisonmouth,2576114,Standard,True
556,Chavez-Ray,Fred Lopez,rsmith@example.org,+1-205-427-8105x5800,Education,2929,Silver,2023-02-17,2023-05-17,Kyrgyz Republic,Texas,North Ronald,5152021,Standard,True
557,"Conner, Hammond and Robinson",Robert Benson,cholder@example.org,436-295-5286,Retail,3065,Platinum,2024-07-26,2023-09-09,Saint Helena,Mississippi,Margaretborough,4036459,Standard,True
558,Bowman Group,Luis English,aaroncox@example.com,001-935-832-3661x850,Technology,812,Platinum,2023-02-03,2023-05-17,New Caledonia,New York,Port Williamburgh,3453820,Enterprise,True
559,Smith Inc,Brett Newman,patriciagrant@example.net,+1-621-476-4846x7357,Healthcare,3447,Silver,2024-12-17,2024-12-18,Cambodia,Hawaii,Lake Danielport,4357324,Standard,True
560,"Mooney, Hodge and Knight",Mary Jennings,gregorymullen@example.com,5629953506,Government,4018,Bronze,2024-09-16,2023-03-25,Azerbaijan,Louisiana,Suttonfort,4726815,Basic,True
561,Washington LLC,Justin Torres,delgadomario@example.org,+1-813-362-6084x63975,Finance,4545,Platinum,2023-02-02,2023-08-21,Montenegro,California,Lake Donna,6278837,Basic,True
562,"Adams, Jones and Miranda",Erin Nelson,johnstonnicholas@example.org,001-257-487-5207,Technology,4165,Silver,2023-11-14,2023-04-26,American Samoa,California,Davisland,2611065,Premium,True
563,Duncan Ltd,Travis Powell,ksullivan@example.net,831.226.7731x9227,Education,5566,Platinum,2024-04-18,2023-11-03,Dominica,South Dakota,Lake Gail,5280257,Standard,True
564,"Davis, Carrillo and Murphy",Troy Powers,hunter12@example.org,(619)615-0576,Retail,7482,Gold,2023-12-17,2024-06-03,Afghanistan,Florida,Donaldsonmouth,6737791,Premium,True
565,"Ortega, Graham and Morales",Leslie Mclean,barnesjames@example.com,(804)650-0635x53730,Retail,6999,Silver,2024-12-03,2023-11-19,Bouvet Island (Bouvetoya),South Dakota,Derrickfurt,3836959,Premium,True
566,Neal PLC,Adam Richardson,martinevan@example.com,+1-836-743-1594x89895,Finance,6792,Platinum,2023-07-01,2024-12-10,Sao Tome and Principe,Kentucky,Julieport,4418419,Basic,True
567,"Martinez, Hudson and Munoz",Lawrence Bass,joshua74@example.org,001-546-240-8822,Retail,5387,Platinum,2023-04-04,2024-06-11,Saint Kitts and Nevis,Indiana,Coryburgh,1838309,Basic,False
568,"Griffin, Brown and Thompson",Pamela Mendoza,rachel85@example.org,665-857-9220x3004,Government,4997,Platinum,2024-11-09,2023-04-19,New Zealand,Iowa,Port Anthonystad,1889056,Standard,False
569,Harris Group,James Kelly,llee@example.com,+1-670-586-1993x1458,Finance,5371,Platinum,2023-10-11,2023-03-03,Czech Republic,Ohio,Brandonborough,5076514,Standard,True
570,Moore-Lambert,Scott Lee,qcarter@example.com,810.243.7968,Technology,9056,Gold,2024-06-02,2024-10-16,Montenegro,Louisiana,Mullinston,2666756,Basic,True
571,"Compton, Kim and Mitchell",Cole Johnson,mckenziebrown@example.org,+1-850-722-8946,Healthcare,7357,Gold,2024-06-16,2024-07-04,Senegal,Hawaii,East Dennis,2672249,Standard,True
572,Smith LLC,William Lewis,halljeffrey@example.com,(777)711-6750x76279,Healthcare,938,Silver,2023-07-22,2023-09-28,Azerbaijan,Colorado,East Jessica,9430289,Premium,True
573,Young and Sons,Thomas Sparks,martinezkenneth@example.org,001-701-272-2240,Education,6786,Gold,2024-04-27,2024-02-03,Saint Lucia,Wyoming,Port Samanthafort,5487414,Premium,True
574,Dean PLC,Catherine Baker,iward@example.org,+1-472-772-5812,Retail,667,Gold,2023-10-09,2024-07-07,Finland,Virginia,Robinberg,4250774,Enterprise,True
575,"Lopez, Berry and Shepard",Ariel Miller,wilsonstephen@example.net,2359869017,Finance,600,Silver,2024-03-12,2023-09-15,Namibia,South Carolina,Heatherburgh,5440849,Basic,True
576,Thompson and Sons,Theresa Goodman,jeffreygibson@example.org,7546221626,Retail,6276,Silver,2024-10-25,2024-06-24,Afghanistan,Vermont,East Theresa,5039676,Premium,True
577,Torres PLC,Mr. Thomas Smith MD,alexbrooks@example.net,(885)519-5377x4926,Healthcare,9803,Gold,2023-10-30,2023-07-15,Korea,New York,Floresburgh,2784656,Premium,True
578,Smith Inc,Hannah Miller,anthonywood@example.net,(229)441-1563,Retail,5215,Gold,2024-07-06,2024-05-26,Iran,Iowa,Sanchezberg,6955263,Standard,True
579,"Phillips, Gallagher and White",Billy Alvarado,lucasandrea@example.org,531.438.0049,Technology,1381,Silver,2024-09-12,2023-03-10,Switzerland,Idaho,West Karahaven,1989999,Premium,True
580,Kane PLC,Jonathan Morales,garciabrandi@example.net,948-980-6442x00629,Manufacturing,8602,Platinum,2023-06-28,2023-08-17,Greece,Wyoming,Littleport,6799071,Premium,False
581,"Wilson, Graham and Anderson",Christopher Bishop,lstokes@example.org,620.541.0429,Government,1857,Gold,2024-06-18,2024-11-15,United States Virgin Islands,Oregon,North Thomasmouth,2674031,Enterprise,True
582,"Wheeler, Austin and Johnston",Marissa Palmer,danieldunn@example.org,766.560.2000,Manufacturing,2652,Gold,2023-05-22,2023-10-17,Tunisia,Connecticut,West Crystalmouth,3110846,Premium,True
583,"Nolan, Pierce and Smith",Michael Buckley,donnacunningham@example.net,5075686276,Healthcare,9116,Silver,2024-10-05,2024-01-02,Uganda,Missouri,East Lisa,6936867,Basic,True
584,Reid-Ware,Susan Brady,dthompson@example.org,468.541.0132,Healthcare,9984,Silver,2023-03-14,2024-01-30,Malawi,Washington,West Rachael,7835749,Basic,True
585,Nguyen-Pace,Melody Sullivan,gsnyder@example.net,6655920881,Government,1239,Silver,2023-12-07,2023-11-21,Ireland,Delaware,Hullville,6011339,Enterprise,True
586,"Day, Weaver and Evans",Cassandra Lowe,jacquelinebennett@example.net,(486)729-5912x5734,Finance,3672,Gold,2024-05-04,2024-04-03,Algeria,Wisconsin,Rojasberg,9819570,Basic,True
587,Burton-Thomas,Jenny Hinton,bryan79@example.net,(670)880-8974x7485,Finance,1243,Silver,2024-08-08,2024-08-08,Tanzania,Maryland,South Stevenport,7789594,Premium,True
588,Quinn-Herrera,Yolanda Carter,bakerleslie@example.net,(886)405-2102,Education,650,Platinum,2023-10-20,2024-02-08,United Arab Emirates,Arkansas,Port Amyview,9069792,Premium,True
589,"Garcia, Walker and Hawkins",Kristi Golden,riverakevin@example.net,+1-839-597-4185,Technology,2457,Platinum,2024-07-29,2024-10-30,Australia,Alabama,North Erin,6649444,Enterprise,True
590,"Oneal, Osborne and Kelly",Thomas Clements,jcarter@example.com,001-993-478-4679x08701,Education,582,Bronze,2023-03-24,2024-07-01,Japan,Mississippi,North Jerryport,5183766,Premium,True
591,"Larson, Williams and Webb",Tina Hansen,xcardenas@example.org,706-822-1559x9672,Government,2930,Silver,2024-11-16,2023-05-12,New Caledonia,Alabama,Joeport,7474875,Basic,True
592,Parker-Lester,Dylan Floyd,carla96@example.com,(413)683-5071,Finance,5706,Silver,2023-03-16,2024-05-27,Tokelau,Rhode Island,North Joycefurt,2242883,Standard,True
593,Noble Group,Richard Thomas,bsimpson@example.com,+1-783-495-8558,Healthcare,9585,Gold,2023-05-05,2024-09-06,Burundi,Virginia,Craigville,8528153,Premium,True
594,Mendez-West,Thomas Rice,coxcarol@example.com,674.347.3535x247,Government,7567,Bronze,2023-09-18,2023-08-08,Sri Lanka,Oregon,Gonzalezport,3508703,Basic,True
595,Freeman PLC,Cory Moreno,ymiller@example.org,001-433-389-2608x788,Finance,2862,Platinum,2024-02-01,2023-05-24,France,Oklahoma,Whiteland,5359001,Standard,True
596,Holt-Ortiz,Christy Murphy,timothyshaffer@example.net,6186915673,Government,6260,Platinum,2023-03-05,2023-12-16,Samoa,Missouri,New Lisa,9979269,Basic,True
597,Clark Group,Larry Scott,bsoto@example.com,909-599-9001x08985,Retail,287,Silver,2024-08-30,2024-05-14,Guam,Hawaii,Lake Christopherchester,8858834,Premium,True
598,Santos Group,Todd Frank,christine97@example.net,(372)285-7595x828,Healthcare,2360,Bronze,2023-11-19,2024-03-02,Saint Martin,Ohio,Port Devinhaven,9167211,Standard,True
599,"Solomon, Hayes and Miller",Garrett Carpenter,ruth45@example.org,236-572-8681x123,Retail,8247,Gold,2024-07-02,2024-09-11,Brazil,Wyoming,New Johnfort,9139070,Basic,True
600,Ray-Clay,Robert Douglas,marthagriffin@example.net,5557286693,Technology,5139,Bronze,2024-07-04,2023-12-06,San Marino,Alabama,Jamesfurt,435128,Basic,True
601,"Allen, Silva and Smith",Kim Farrell,pparker@example.com,(313)260-9085x818,Finance,5379,Bronze,2024-10-03,2023-08-07,Rwanda,New Jersey,South Chad,5858796,Enterprise,True
602,Todd-Taylor,Daniel Bailey,ncarroll@example.com,790.605.8561,Education,4045,Bronze,2024-04-19,2024-09-20,Swaziland,Missouri,New Tony,3219511,Premium,True
603,Garcia LLC,Tyler Austin,marybartlett@example.com,627.402.8966x6053,Retail,1356,Platinum,2024-08-12,2023-07-07,Svalbard & Jan Mayen Islands,Virginia,Jonesville,7848174,Premium,True
604,Cook Ltd,Jennifer Baker,tabitha03@example.net,+1-980-827-3042,Healthcare,6927,Silver,2024-11-12,2024-01-07,Bosnia and Herzegovina,Kentucky,Ericamouth,2047150,Standard,True
605,Bauer-House,Laura Williams,smorales@example.net,+1-709-722-8849x874,Technology,3895,Gold,2024-01-28,2024-10-13,Burkina Faso,New York,South Josephborough,456901,Enterprise,True
606,"Galloway, Mccormick and Todd",Samantha Rowe,harrisstacey@example.net,881.687.3877x58333,Government,7790,Platinum,2023-01-11,2023-07-03,Djibouti,Virginia,New Alexanderville,5957037,Standard,True
607,"Marks, Costa and Lopez",Casey Baker,tarabradshaw@example.org,+1-323-219-0577x2044,Technology,8115,Gold,2023-03-14,2023-06-07,Faroe Islands,Mississippi,Port Andrea,1363045,Basic,True
608,Klein-Collins,Tammy Thomas,amy70@example.net,001-987-626-4963x2251,Government,2371,Silver,2023-07-31,2023-07-13,Tuvalu,Vermont,East Robert,1909964,Basic,True
609,Torres PLC,Michael Lewis,ismith@example.com,320.720.0953x662,Healthcare,6715,Bronze,2023-01-08,2023-12-06,Netherlands,Massachusetts,North Codybury,2391121,Premium,True
610,Johnson Group,Joel Lopez,penageorge@example.org,838-969-0871,Healthcare,3051,Bronze,2023-01-19,2024-08-24,Germany,Virginia,Juliaville,8421129,Basic,True
611,Payne Inc,Aaron Scott,richardlucero@example.org,244.422.5216,Finance,2976,Silver,2024-10-27,2023-07-17,Belize,Georgia,New Josephmouth,8060123,Standard,True
612,"Johnson, Craig and Fisher",Emily Walker,thomasmiller@example.com,+1-848-202-4559x851,Healthcare,1742,Bronze,2024-02-24,2023-03-22,Zimbabwe,Ohio,East Lindaside,6888118,Premium,False
613,"Lang, Dyer and Scott",Raven Odonnell,dmartinez@example.com,5089844740,Government,9143,Bronze,2024-12-14,2023-03-21,Antigua and Barbuda,New York,Christineshire,2291599,Basic,True
614,Williams-Powell,Pamela Mahoney,philliphayden@example.net,(635)934-8486,Technology,8270,Silver,2023-03-27,2024-02-24,Marshall Islands,Nebraska,Joshuaburgh,2583601,Basic,True
615,Cuevas and Sons,Katherine Mcmillan,michellehoward@example.com,8335000088,Government,4789,Platinum,2023-11-28,2024-03-09,New Zealand,Alabama,New Adrianashire,1609635,Basic,True
616,Sullivan Inc,Troy Jefferson,vbradley@example.net,(932)273-7989,Education,155,Gold,2023-08-08,2024-12-22,Zambia,Colorado,Castilloview,6618080,Standard,True
617,Johnson PLC,Valerie Robertson,johnwilson@example.org,001-737-411-8151x9854,Government,9403,Gold,2023-04-20,2023-01-14,North Macedonia,Kentucky,North Michaelmouth,4112665,Premium,True
618,Johnson-Morris,Lisa Wright,michelle67@example.org,001-401-408-2402x818,Manufacturing,3655,Platinum,2024-03-11,2024-07-13,Afghanistan,Georgia,Taylorhaven,5915832,Basic,True
619,Barker-Conway,Richard Howard,robertmoore@example.org,(770)304-1291x828,Retail,1913,Platinum,2024-11-15,2024-04-03,Solomon Islands,South Dakota,Michaeltown,4912790,Enterprise,True
620,Brown PLC,Anthony Simmons,browndavid@example.org,427.210.1232x96151,Manufacturing,4343,Gold,2023-01-09,2024-06-20,Jordan,Wisconsin,Jeffreyview,5335440,Enterprise,False
621,Arellano LLC,Stephanie Good,ohuerta@example.com,(401)691-5305x7347,Healthcare,5739,Platinum,2023-03-02,2024-12-30,Martinique,Hawaii,West Katherine,2217579,Enterprise,False
622,Long Inc,Sarah Padilla,sdonovan@example.com,(624)619-7687,Education,7662,Bronze,2024-04-28,2024-02-27,Northern Mariana Islands,Indiana,Alexischester,1926251,Premium,True
623,"Webb, Turner and Thomas",Sean Cain,brian66@example.net,(412)715-6495,Finance,9428,Silver,2023-01-13,2023-10-19,Portugal,Louisiana,Dawnland,2175757,Basic,False
624,"Salazar, Schroeder and Payne",Charles Wright,ohall@example.com,+1-894-888-2188x49680,Finance,309,Gold,2024-09-10,2024-08-19,Aruba,Idaho,East Lisastad,5317749,Standard,True
625,"Ramirez, Pham and Lopez",Bailey Morales,cheryl86@example.org,472.218.6003,Manufacturing,3313,Bronze,2024-03-10,2024-02-07,Nauru,South Carolina,North Christopherview,644147,Basic,True
626,Ellison-Wells,Brian Vaughn,lawrencesteven@example.net,+1-660-316-2590,Retail,4677,Platinum,2024-08-22,2023-08-28,Haiti,Alabama,North Jamiemouth,5816435,Standard,True
