lead_id,company_name,contact_name,email,phone,title,company_size,industry,lead_source,campaign_id,assigned_rep_id,lead_score,status,created_date,last_activity,converted_date
2612,Mcknight-Smith,Tracy Jennings,brianbuchanan@example.com,+1-210-214-7059,Hospital pharmacist,2430,Manufacturing,Social Media,12.0,,23,New,2024-08-15,2024-08-05,2023-02-21
2613,"Grant, Lawrence and Gilmore",Natalie Daniel,rachaelbarrera@example.com,631.981.3771x0478,Graphic designer,5388,Manufacturing,Social Media,,4.0,14,New,2023-04-04,2024-09-08,
2614,Barnes-Morales,Cathy Alvarez,codyevans@example.net,852-411-0110x600,Electronics engineer,311,Manufacturing,Email Campaign,17.0,1.0,58,Qualified,2023-07-11,2024-02-09,2024-10-22
2615,Conley-Barker,Matthew Gonzalez,sarah50@example.com,001-705-459-1265,Estate manager/land agent,1356,Education,Partner,,,94,Qualified,2024-11-16,2024-11-24,
2616,Wilson PLC,Micheal Patterson,caitlynkim@example.com,990.966.4826,Plant breeder/geneticist,2249,Manufacturing,Trade Show,7.0,,19,Qualified,2024-06-01,2023-02-06,2024-04-25
2617,Best and Sons,Christopher Taylor,atkinslaura@example.com,5056089996,Hotel manager,1996,Finance,Trade Show,,,48,New,2024-02-01,2024-09-24,2024-12-05
2618,Davis-Dixon,Steven Bennett,benjamindavis@example.com,209-417-2941,Chartered loss adjuster,1105,Technology,Referral,14.0,33.0,97,Qualified,2024-06-30,2024-12-15,2023-10-17
2619,Ryan-Waller,Connie Meza,nicholasmccoy@example.com,9032915530,"Presenter, broadcasting",2597,Healthcare,Referral,2.0,21.0,59,Disqualified,2023-02-17,2024-01-21,2024-07-24
2620,Lopez-Anderson,Dakota Greer,gthomas@example.org,399-695-7180x7206,"Therapist, occupational",3940,Finance,Referral,13.0,,7,Contacted,2024-08-14,2023-02-01,
2621,Alvarez Inc,Ronald Flowers,douglas20@example.net,001-846-741-2449x203,Market researcher,7620,Retail,Website,8.0,24.0,23,Contacted,2023-05-17,2023-07-16,
2622,Smith-Francis,Brent Owens,ross82@example.net,644-698-1716x5673,"Research officer, trade union",6160,Manufacturing,Social Media,9.0,9.0,21,Contacted,2024-04-02,2023-12-05,2024-01-28
2623,Bell Group,Karen Jones,jasonknapp@example.org,(355)526-1435x79151,Planning and development surveyor,9630,Manufacturing,Social Media,,24.0,7,Disqualified,2023-08-12,2023-08-31,
2624,Coleman Inc,Lawrence Mcdonald,ihoward@example.com,791-553-3090x96647,Chief Technology Officer,3420,Technology,Referral,1.0,7.0,81,New,2023-03-03,2024-05-23,2024-12-02
2625,Rivera Group,William Nunez,amyaustin@example.org,2755416329,Printmaker,3297,Education,Social Media,18.0,29.0,38,Contacted,2024-08-18,2024-04-29,2024-01-09
2626,Moore-Brown,John Brown,jeffrey37@example.org,(709)709-5798x2654,Software engineer,4213,Education,Partner,3.0,18.0,53,Disqualified,2024-09-16,2024-06-02,
2627,Cook Ltd,Hunter Hicks,angela25@example.net,6076398439,Adult nurse,2308,Technology,Email Campaign,,12.0,42,Contacted,2024-02-11,2024-09-12,
2628,"Smith, Lee and Trevino",Lori Cox,vcraig@example.com,(690)284-2843x634,Scientific laboratory technician,4332,Finance,Referral,16.0,,66,Disqualified,2024-10-05,2024-03-23,
2629,"Gilmore, Lee and Moreno",Brenda Johnson,margaretbrown@example.com,688.706.1774,"Surveyor, hydrographic",4945,Finance,Partner,,32.0,100,New,2023-05-19,2023-10-31,
2630,Neal-Schmidt,William Mcdowell,carrollkeith@example.com,+1-491-542-0321,Energy engineer,3402,Retail,Cold Call,11.0,19.0,51,Qualified,2023-06-05,2024-03-19,
2631,Hansen-Harris,Michael Howard,kim94@example.com,(770)547-3403x7785,Sales promotion account executive,9778,Retail,Trade Show,18.0,,56,Contacted,2023-01-06,2024-10-25,2024-04-28
2632,Perry-Obrien,Robert Dougherty,hharris@example.net,767-965-3884x76571,Therapeutic radiographer,9268,Finance,Referral,19.0,43.0,20,New,2023-07-31,2024-05-26,
2633,Flynn and Sons,Mercedes Jordan,reynoldsashley@example.com,(927)924-1329x4988,Media buyer,2580,Finance,Trade Show,1.0,44.0,92,Converted,2023-03-19,2023-02-02,
2634,Coleman and Sons,Scott Smith,carolyn08@example.org,771-880-6970x4371,Computer games developer,6419,Education,Social Media,8.0,9.0,2,Converted,2023-10-18,2023-10-30,
2635,Ross-Calderon,Erin Rich,austincurtis@example.net,+1-549-437-3256x83768,Barrister's clerk,6261,Manufacturing,Trade Show,3.0,34.0,29,Contacted,2024-04-02,2024-02-26,2024-04-18
2636,Gordon and Sons,Randy Lopez,hartclayton@example.com,+1-667-650-3774x2389,Nature conservation officer,5467,Healthcare,Email Campaign,8.0,20.0,6,Converted,2023-05-25,2023-07-16,
2637,Cooper-Brown,Christina Bates,sydneygrant@example.com,245-894-4699x3698,Passenger transport manager,7014,Technology,Cold Call,8.0,20.0,34,Converted,2023-01-17,2023-01-22,
2638,Rodriguez-Simpson,Alexander Cervantes,carrillojerry@example.net,+1-801-532-5384x081,"Designer, multimedia",8034,Healthcare,Social Media,19.0,6.0,59,New,2023-11-30,2024-02-16,
2639,Buchanan LLC,Linda Dixon,jennifermitchell@example.com,(415)762-6236x8275,Early years teacher,5925,Retail,Partner,16.0,,59,Converted,2023-08-04,2024-03-17,2024-08-31
2640,Murphy Ltd,April Carter,keithtaylor@example.org,7322802673,Make,3578,Retail,Trade Show,17.0,35.0,86,Converted,2023-11-02,2024-01-09,
2641,Thomas-Roberts,Anthony Hill,mariabrock@example.net,572-452-3291x406,Pension scheme manager,8454,Finance,Partner,,18.0,23,New,2024-08-03,2024-06-21,
2642,Coffey Group,Rebecca Floyd,jennaboyd@example.com,953.474.3066x85158,Neurosurgeon,8814,Education,Website,,,5,Disqualified,2023-11-04,2023-04-24,
2643,"Weber, Harris and Murphy",Harold Taylor,ljones@example.com,(953)887-8670,Leisure centre manager,5799,Technology,Referral,17.0,,24,Qualified,2023-03-01,2023-03-24,
2644,"Ellison, Mckenzie and Simon",Abigail Blevins DDS,benjamin35@example.net,283.836.4875,"Pharmacist, community",1403,Finance,Cold Call,,4.0,33,Converted,2023-01-01,2024-04-10,2024-12-22
2645,Coleman Inc,Lindsey Russell,ocurry@example.com,(696)612-3250x3173,Health visitor,1075,Finance,Website,18.0,33.0,26,Converted,2024-02-03,2023-06-24,2024-06-14
2646,"Jones, Williamson and Gonzales",Christopher Morgan,maurice42@example.com,001-341-378-5208x0280,Medical secretary,8534,Education,Trade Show,15.0,12.0,90,Disqualified,2024-02-10,2023-07-15,2024-08-31
2647,Bass Group,Mr. Troy Rodriguez MD,nicholaswest@example.com,001-949-232-7769x22238,"Programmer, systems",6303,Healthcare,Social Media,19.0,46.0,95,New,2024-05-30,2024-10-16,2023-02-05
2648,"Smith, Schultz and Hunt",Rebecca Good,josepowell@example.net,+1-664-421-4719x250,Music therapist,8875,Technology,Referral,8.0,3.0,86,Contacted,2023-07-20,2023-08-23,
2649,"Ward, Miller and Lewis",Steven Crosby,blackwelljacob@example.net,859-898-4399,"Accountant, chartered certified",630,Technology,Trade Show,,36.0,22,Converted,2023-10-26,2024-12-27,
2650,Duncan Inc,Mary Young,meltondebbie@example.net,+1-631-316-5870x76887,"Journalist, magazine",3632,Technology,Social Media,10.0,39.0,58,Qualified,2024-08-06,2024-02-12,2024-03-20
2651,Young Group,James Lynch,omurray@example.net,(931)432-0322x353,"Designer, fashion/clothing",7801,Retail,Trade Show,,15.0,14,New,2024-11-10,2023-01-29,2024-11-14
2652,"Grimes, Murray and Gonzalez",Carl Kramer,louisdickerson@example.net,721-206-3712x092,Primary school teacher,9782,Education,Cold Call,11.0,44.0,91,Converted,2024-01-29,2024-08-11,2024-01-21
2653,"Wilson, Brown and Miles",Cynthia Knight,bgonzalez@example.org,273-242-0649,Volunteer coordinator,3437,Healthcare,Email Campaign,9.0,39.0,97,Qualified,2023-10-02,2023-06-07,
2654,Jones-Peck,Randy Trevino,rachelmiller@example.net,8102621643,"Designer, interior/spatial",8350,Healthcare,Trade Show,13.0,5.0,82,Disqualified,2024-08-11,2023-06-23,2024-11-01
2655,"Robles, Shields and Rivera",Diana Palmer,imoreno@example.org,810.475.5380x108,Land,519,Technology,Cold Call,,2.0,76,Contacted,2023-12-25,2023-05-31,2024-08-28
2656,Soto Group,Monica Yates,curtissmith@example.net,001-467-303-9328,Podiatrist,4147,Finance,Trade Show,,,52,Disqualified,2023-05-09,2024-11-27,2023-03-02
2657,"Mason, Parrish and Harrison",Robert Smith,hebertbrooke@example.net,987.595.6263x64894,Town planner,9541,Technology,Referral,14.0,24.0,50,New,2024-09-21,2023-01-30,
2658,Kirby Inc,Jeremy Phillips,pamelacook@example.org,218.698.7634,Artist,1384,Technology,Social Media,10.0,6.0,89,Qualified,2024-12-28,2023-01-23,
2659,"Anderson, Brown and Ramos",David Thompson,tiffanyspencer@example.org,(630)422-1444x580,"Accountant, chartered public finance",2045,Retail,Referral,20.0,3.0,100,New,2023-08-17,2023-12-15,
2660,Ellis Ltd,Michelle Reid,jeffreyjohnson@example.com,001-267-981-8923,"Clinical scientist, histocompatibility and immunogenetics",6667,Manufacturing,Website,14.0,,53,Qualified,2023-01-04,2024-08-18,2024-09-20
2661,"Singh, Martinez and Norris",Rachel Daniel,qgrimes@example.org,395.585.3721x218,Human resources officer,7107,Manufacturing,Trade Show,15.0,47.0,98,Disqualified,2024-06-07,2024-05-10,
2662,Jackson Inc,Amy Woods,jdixon@example.org,001-472-571-6884x8910,Economist,9276,Technology,Partner,16.0,21.0,41,Disqualified,2024-11-21,2024-11-22,2024-04-19
2663,Harris Inc,James Young,christopher74@example.net,001-310-578-2298x4322,"Clinical scientist, histocompatibility and immunogenetics",3603,Education,Cold Call,2.0,49.0,96,New,2023-07-29,2024-06-14,
2664,"Mcdaniel, Johns and Young",Jacob Vaughn,garciabrianna@example.com,386-332-7307x49153,"Programmer, applications",7669,Retail,Trade Show,,5.0,42,Converted,2023-08-17,2024-08-14,
2665,"Thompson, Serrano and Zimmerman",Matthew Dean DDS,christian24@example.com,(526)893-6570x266,Theatre director,6535,Manufacturing,Social Media,9.0,14.0,16,Contacted,2023-11-23,2023-06-13,2024-08-24
2666,Phillips Group,Christopher Green,kwatson@example.org,(511)609-7388x559,Dance movement psychotherapist,2128,Healthcare,Social Media,7.0,30.0,45,Qualified,2023-05-02,2024-04-15,
2667,Martin LLC,Edwin Harding,jasonmedina@example.net,670.347.9632,Television/film/video producer,4145,Healthcare,Email Campaign,,27.0,85,Qualified,2023-11-12,2024-04-03,
2668,"Black, Meadows and Nelson",Jordan Yates,brittany17@example.net,(500)615-7496x16592,Rural practice surveyor,9995,Retail,Email Campaign,17.0,41.0,20,Disqualified,2024-08-25,2024-08-07,2023-03-20
2669,Ware Ltd,Phillip Marshall,iwiggins@example.net,482-576-6289x004,"Therapist, horticultural",3534,Manufacturing,Email Campaign,13.0,,7,Disqualified,2024-11-15,2024-06-27,
2670,"Martinez, Ortega and Rodriguez",Nicole Peterson,michael00@example.net,311.965.6164x475,Paramedic,3345,Finance,Social Media,13.0,6.0,47,New,2024-12-09,2024-02-07,
2671,Pittman LLC,Gregory Bauer,daniel10@example.com,598-458-2616,Waste management officer,4792,Education,Cold Call,12.0,22.0,34,Contacted,2023-06-20,2023-10-13,
2672,Morales-Brown,Sharon Mayer,steinbryan@example.com,(926)961-0825x11481,"Chemist, analytical",1340,Healthcare,Email Campaign,,49.0,90,New,2024-01-13,2023-05-19,
2673,"Williams, Lopez and Hill",Kyle Johnson,gutierrezjessica@example.com,552.653.4730x546,Actor,83,Healthcare,Partner,12.0,17.0,87,Qualified,2023-06-25,2023-01-12,
2674,Johnson-Diaz,Janet Brown,paul60@example.com,621-483-9851,"Scientist, research (medical)",5750,Manufacturing,Trade Show,3.0,50.0,3,Disqualified,2024-11-19,2024-11-16,2024-08-23
2675,"Golden, Smith and Campbell",Deborah York,brianfox@example.net,001-318-750-2064x7671,Neurosurgeon,1811,Education,Cold Call,8.0,30.0,82,Disqualified,2023-01-09,2023-04-08,
2676,Orozco-Gonzales,Jason Murphy,josephharmon@example.org,461-739-7222x4538,Financial planner,5654,Retail,Email Campaign,18.0,6.0,96,Contacted,2024-06-03,2024-03-22,
2677,Scott-Davis,Julie Smith,tracey86@example.org,738-717-1951x034,Financial manager,8351,Healthcare,Cold Call,6.0,36.0,41,Qualified,2023-06-07,2023-05-06,
2678,"Barnes, Warner and Love",Olivia Davis,sarahdavis@example.net,+1-474-557-3252x414,Dance movement psychotherapist,4473,Technology,Email Campaign,12.0,44.0,9,Disqualified,2024-02-24,2023-11-27,
2679,Petty-Johnson,David Callahan,angie67@example.net,+1-600-723-3970x3722,Astronomer,1534,Education,Website,15.0,,95,New,2024-09-30,2024-10-16,
2680,"Smith, Sweeney and Scott",Julia Carpenter,melissa04@example.com,(923)454-6885x78033,Transport planner,1939,Healthcare,Partner,11.0,2.0,41,Qualified,2023-07-11,2023-10-12,
2681,Thornton Ltd,Kelli Schmidt,nicoleclark@example.com,(211)383-7349x303,Quality manager,4363,Healthcare,Website,,24.0,9,Disqualified,2023-02-06,2024-05-31,2024-09-14
2682,"Baker, West and Robinson",Billy Perez,stevenweaver@example.net,(658)763-0234,Proofreader,458,Manufacturing,Website,7.0,42.0,95,New,2024-03-16,2023-02-23,
2683,"Wood, Cherry and Cisneros",Ashlee Anderson,scasey@example.com,(294)586-9451,Product manager,8589,Healthcare,Referral,4.0,,26,New,2023-06-21,2024-07-27,2023-11-15
2684,Vargas Inc,John Walker,wagnerbianca@example.net,934-233-9693x91670,Catering manager,9115,Finance,Email Campaign,1.0,,56,Disqualified,2023-12-23,2023-12-11,
2685,"Herrera, Vazquez and Lynn",Jesse Gilbert,zortiz@example.org,(693)587-2308x1888,Systems analyst,1773,Healthcare,Partner,10.0,,98,New,2023-04-26,2024-09-03,
2686,Obrien LLC,Hayden Porter,qschmitt@example.com,327.416.6565x1843,Horticultural consultant,3819,Finance,Referral,,43.0,88,Disqualified,2024-04-22,2024-08-24,
2687,Lewis Ltd,Erin Kelly,cherylcantu@example.net,(391)363-1609,"Engineer, chemical",537,Technology,Referral,14.0,,17,Contacted,2024-11-29,2024-09-30,
2688,Smith Group,Catherine Huynh,hortonjoseph@example.com,(398)412-8214,Corporate treasurer,8794,Manufacturing,Referral,,27.0,43,New,2023-12-24,2023-03-09,
2689,"Johnson, Huff and Murphy",Marcus Green,uking@example.org,(602)659-5374x089,Manufacturing systems engineer,9272,Finance,Trade Show,3.0,8.0,35,New,2024-07-07,2024-03-31,2024-04-27
2690,Terry Group,Christopher Fernandez,wparker@example.net,(554)801-7648x88099,Set designer,5095,Healthcare,Partner,4.0,48.0,86,Converted,2023-12-19,2023-07-08,
2691,"Martinez, Martinez and Walker",Rachael Young,dianegarcia@example.com,5162957860,Sports therapist,4642,Retail,Cold Call,13.0,38.0,98,New,2023-11-15,2024-07-10,
2692,Clark-Aguilar,Elaine Cook,john50@example.org,537.837.3955,"Copywriter, advertising",9053,Retail,Trade Show,1.0,44.0,6,Contacted,2023-01-25,2024-11-17,
2693,"Turner, Holland and White",Jennifer Green,stevensgilbert@example.net,(679)609-2535,Actor,7624,Finance,Cold Call,,,98,Contacted,2023-07-13,2024-04-29,2023-12-11
2694,Hunter-Wade,Timothy Smith,swhite@example.org,305-541-7769x572,Advertising account executive,6762,Healthcare,Social Media,15.0,,75,Contacted,2024-01-17,2023-02-26,2023-09-17
2695,White-Mcdaniel,Thomas Lewis,francosamantha@example.org,001-921-316-3794x0527,"Accountant, chartered management",2909,Retail,Website,6.0,39.0,19,New,2023-10-25,2023-04-07,2024-06-19
2696,"Watts, Miller and Warren",Amber Boyd,heather13@example.org,680-995-7386x8822,Field seismologist,3228,Education,Partner,20.0,40.0,23,Converted,2023-05-25,2023-06-11,
2697,"Taylor, Silva and Williams",Natasha Porter,wrightanthony@example.com,+1-807-799-8583x496,Police officer,641,Retail,Social Media,,5.0,79,Qualified,2023-12-25,2023-06-10,
2698,"Rodriguez, Daniel and Stewart",Daniel Roberts,proctorheather@example.net,(721)707-4893,Land,8837,Education,Website,19.0,,3,Disqualified,2023-06-09,2024-05-23,
2699,Hendrix-Powell,Bradley Haynes,brett04@example.org,494.362.5186x17653,Further education lecturer,7492,Technology,Trade Show,19.0,40.0,23,New,2024-06-18,2023-06-30,2024-05-11
2700,Mosley Inc,Michael Black,nfischer@example.org,746.693.6064,Regulatory affairs officer,38,Manufacturing,Email Campaign,,42.0,19,Contacted,2024-10-07,2024-09-15,
2701,Willis-Cole,Jessica Hicks,sydneysmith@example.org,+1-753-683-1024x5612,Environmental health practitioner,3963,Education,Cold Call,18.0,44.0,94,Converted,2024-02-24,2024-10-18,
2702,Travis-Sanders,Tina Carroll,stacey14@example.net,(577)768-1557x459,Multimedia programmer,3432,Education,Email Campaign,9.0,16.0,40,Converted,2024-08-10,2024-11-04,2023-01-26
2703,Weaver-Ball,Calvin Hart,dylangonzalez@example.net,4832045163,Quantity surveyor,9714,Healthcare,Cold Call,,4.0,11,New,2023-11-04,2024-03-20,
2704,Lawson-Robertson,Kristina Baldwin,emoore@example.com,(567)451-6916,Manufacturing engineer,7695,Retail,Trade Show,10.0,43.0,44,Converted,2024-02-13,2023-09-11,2023-03-26
2705,Mccoy-Davis,Julie Garcia,sean31@example.org,(391)723-8724x26979,"Engineer, energy",6116,Technology,Cold Call,14.0,,15,Contacted,2023-12-04,2023-01-04,
2706,Dean and Sons,Rebecca Arias,nealalbert@example.net,+1-590-518-3662x2288,Teaching laboratory technician,7359,Healthcare,Email Campaign,12.0,,5,Qualified,2024-09-24,2023-04-03,
2707,"Robinson, Beck and Shaw",Ronald Bowman,johnsonemma@example.org,654-768-4776,Radio broadcast assistant,5404,Healthcare,Partner,10.0,19.0,13,Qualified,2024-01-01,2023-08-21,2024-01-21
2708,Wells-Burnett,Carla Berger,sherry30@example.org,+1-268-811-6629x1853,Media buyer,2104,Retail,Trade Show,15.0,32.0,72,Qualified,2023-04-03,2024-02-29,2023-09-11
2709,Berger Inc,Stephanie Reynolds,smithmark@example.com,001-240-929-3190,Hydrographic surveyor,2738,Healthcare,Partner,2.0,47.0,18,Converted,2023-06-24,2024-05-10,2023-02-09
2710,Nixon-Ortiz,Christopher Rice,jjohnson@example.org,+1-677-387-8798x369,"Designer, graphic",3911,Manufacturing,Email Campaign,7.0,33.0,5,Qualified,2024-04-24,2023-10-23,
2711,Bowen-Costa,Samuel Bradley,csantos@example.com,(391)215-6379,Marine scientist,243,Healthcare,Cold Call,4.0,23.0,61,Disqualified,2023-06-01,2024-03-29,2023-10-02
2712,"Rocha, Lara and Kane",Chad Merritt,olewis@example.com,229.717.3111x4621,Catering manager,9091,Finance,Partner,19.0,23.0,8,New,2023-05-21,2023-09-01,
2713,Riggs PLC,Natasha Gibson,mariahartman@example.org,7157463397,Public relations officer,4419,Retail,Website,5.0,,42,Disqualified,2024-01-26,2023-10-21,
2714,Torres-Ward,Brandy Turner,humphreypatricia@example.net,(466)785-9938x14806,Chief Operating Officer,9501,Manufacturing,Partner,7.0,21.0,77,Qualified,2023-01-01,2024-09-03,
2715,"Dillon, Johnson and Gardner",Michael Ramirez,rhall@example.org,3009730647,"Education officer, environmental",5997,Technology,Partner,5.0,,11,New,2023-04-20,2023-11-12,
2716,"Taylor, Howard and Johnson",Sarah Savage,brianbrady@example.org,932-936-0013x0484,"Chemist, analytical",6960,Education,Trade Show,19.0,15.0,59,Converted,2023-03-17,2023-01-11,
2717,"Richardson, Shaw and Williams",Mr. Jeremy Swanson,navarroroger@example.net,(400)979-2741x0323,"Civil engineer, consulting",779,Finance,Cold Call,8.0,45.0,9,Converted,2023-03-06,2024-05-15,
2718,West-Little,Christina Bolton,cristianrodriguez@example.net,(810)719-4104x51705,"Accountant, chartered management",3202,Technology,Trade Show,,4.0,21,Contacted,2024-10-22,2024-07-28,
2719,"Miller, Rodriguez and King",Justin Webster,samantha14@example.com,3037212529,Historic buildings inspector/conservation officer,8298,Manufacturing,Email Campaign,16.0,6.0,100,New,2024-07-08,2024-08-05,
2720,"Hernandez, Gonzalez and Jones",Michelle Hall,wilsonkevin@example.org,+1-320-599-3905,"Scientist, research (life sciences)",4870,Healthcare,Website,9.0,22.0,16,Qualified,2024-05-26,2024-07-03,2024-08-20
2721,Walsh-Thompson,Mary Brown,emily01@example.org,750-923-0505x04592,Waste management officer,8726,Education,Cold Call,,,39,New,2023-01-18,2023-04-05,
2722,Stephens LLC,Russell Boyer,tommyjordan@example.com,+1-781-887-0406x65005,Retail buyer,9994,Manufacturing,Email Campaign,2.0,34.0,35,Qualified,2023-07-16,2024-11-10,2023-07-31
2723,Molina-Bonilla,Judith Scott,jsantiago@example.org,908.565.6920,English as a second language teacher,7356,Finance,Website,15.0,7.0,97,New,2023-04-28,2024-11-13,
2724,Grant-Baxter,Susan Bullock,frederick16@example.org,+1-939-788-3899x286,Retail buyer,8295,Education,Website,17.0,13.0,50,New,2023-11-07,2024-08-06,2023-08-13
2725,Spencer PLC,Ronald Woodard,pattersonantonio@example.com,+1-798-677-5691x24694,Visual merchandiser,66,Education,Referral,8.0,,80,Qualified,2024-12-12,2023-05-03,2023-03-23
2726,Greene Group,Christine Jones,rhopkins@example.net,776-525-4261x579,Advertising copywriter,533,Retail,Email Campaign,14.0,35.0,95,Disqualified,2023-09-16,2024-04-25,
2727,Norton-Knox,Amber Stevens,qgeorge@example.org,961.982.2184x040,"Engineer, electronics",7618,Healthcare,Email Campaign,4.0,,72,Contacted,2023-10-12,2023-06-12,
2728,Love LLC,Denise Baker,diazjames@example.net,+1-376-606-0095x91554,Diagnostic radiographer,1341,Manufacturing,Trade Show,,31.0,45,Qualified,2024-01-13,2023-07-10,
2729,Bullock and Sons,Richard Fischer,jenniferwebb@example.net,(843)768-9175x909,Set designer,6743,Healthcare,Email Campaign,4.0,30.0,15,Qualified,2023-05-20,2024-07-18,
2730,"Taylor, Freeman and Everett",Matthew Kelly,sphillips@example.com,972-664-9340x57461,Television production assistant,8773,Education,Partner,19.0,,16,Disqualified,2024-05-18,2024-06-04,
2731,Phillips-Weber,Rebekah Freeman,hlambert@example.net,(456)311-1946,Glass blower/designer,3165,Retail,Referral,4.0,40.0,88,Qualified,2023-11-19,2024-12-15,
2732,"Spears, White and Phillips",Joseph Torres,xcastro@example.com,320-580-0445x831,Product designer,8690,Education,Social Media,1.0,,77,New,2023-04-02,2024-06-16,2024-09-02
2733,Fitzgerald PLC,Kevin Davila,scottliu@example.org,001-791-749-3316x52337,Police officer,1443,Manufacturing,Partner,14.0,,45,Converted,2024-05-10,2023-06-10,
2734,Gentry-Lamb,Stuart Allen,mendezallen@example.org,928.932.7378,"Horticulturist, commercial",1256,Retail,Cold Call,11.0,7.0,52,Converted,2024-01-22,2023-09-21,
2735,Mcbride Inc,David Russell,anthonymorris@example.org,001-361-669-5842x716,Camera operator,1924,Retail,Referral,19.0,41.0,32,Converted,2024-01-13,2023-07-09,
2736,Harris-Parks,Hailey Yates,donald89@example.org,8259830562,"Production assistant, radio",5083,Manufacturing,Website,14.0,4.0,9,Qualified,2024-02-08,2023-07-02,
2737,House-Young,Isaac Hill,johngilbert@example.com,(358)208-0787,"Pharmacist, hospital",811,Finance,Cold Call,15.0,33.0,95,Qualified,2023-06-14,2024-03-01,
2738,Ramirez LLC,Penny Hammond,snyderalyssa@example.com,001-261-752-6348,Insurance account manager,8554,Finance,Email Campaign,,47.0,85,Contacted,2023-02-13,2024-08-02,2024-09-28
2739,Gordon-Smith,Matthew Baker,toconnor@example.com,001-261-517-6308x7280,Housing manager/officer,911,Retail,Website,2.0,5.0,52,Qualified,2023-10-03,2024-04-14,2024-03-10
2740,"Collier, Navarro and Williams",Tiffany Johnson,katherineconner@example.org,273-588-5486x902,Rural practice surveyor,1103,Healthcare,Website,2.0,14.0,46,Converted,2023-12-06,2023-03-30,
2741,"Davis, Terrell and Vincent",Brandy Lewis,sloanandrew@example.com,001-700-523-5272x7552,"Physicist, medical",6234,Healthcare,Social Media,,18.0,75,Converted,2023-06-27,2024-04-14,
2742,Brady-Collins,Xavier Farmer,tiffanymiller@example.net,8063939407,Phytotherapist,122,Retail,Cold Call,14.0,44.0,80,Contacted,2023-02-28,2024-12-10,2024-01-22
2743,Cannon-Brown,Angela Thomas,jennifersmith@example.com,468.435.9778x668,Cabin crew,8470,Finance,Trade Show,17.0,20.0,94,Converted,2023-04-16,2023-08-01,
2744,"Bryan, Spencer and Smith",Emily Crosby,ashleygarcia@example.com,+1-775-739-0528x40570,Industrial/product designer,5371,Retail,Email Campaign,16.0,15.0,46,Disqualified,2023-10-09,2024-03-26,
2745,"Holmes, Cross and Alexander",Jodi Eaton,millerjoan@example.org,+1-643-912-5737x01021,"Accountant, chartered",5095,Education,Social Media,,40.0,2,Disqualified,2024-02-02,2023-01-13,
2746,Harvey-Castro,Thomas Smith,marvinfaulkner@example.net,+1-756-353-9429x30618,Tree surgeon,1909,Finance,Trade Show,9.0,14.0,18,Disqualified,2023-11-04,2023-07-15,
2747,"Wong, Weber and Blair",Sarah Anderson,amandavaldez@example.com,(385)955-4599x6939,Telecommunications researcher,9321,Technology,Trade Show,12.0,33.0,32,Qualified,2024-10-29,2023-09-16,
2748,"Grant, Williams and Warner",Jessica Moran,moralesjoseph@example.org,782-812-1275x044,Data processing manager,7935,Manufacturing,Trade Show,9.0,18.0,9,Converted,2023-11-30,2023-12-04,
2749,"Petty, Brown and Robinson",Donald Kirk,christopher97@example.net,8158159847,Manufacturing engineer,3075,Healthcare,Referral,,,51,Qualified,2023-03-27,2024-12-05,
2750,Lang-Hull,Carrie Jones,saracastro@example.com,963-961-3868x239,Diagnostic radiographer,2111,Finance,Website,8.0,15.0,27,Converted,2023-08-24,2023-07-26,
2751,"Turner, Douglas and Fleming",Richard Holland,carrie01@example.net,+1-256-255-8102x3051,"Research officer, political party",2971,Finance,Referral,12.0,38.0,1,New,2024-10-17,2023-05-30,
2752,Leach Ltd,Carly Zuniga,dhoffman@example.org,728-475-7247x9787,"Surveyor, building control",2613,Finance,Email Campaign,,,55,Converted,2024-08-10,2023-07-04,2024-11-06
2753,"Harding, Taylor and Stevens",Karen Hill,jacksonjody@example.com,852-842-2521,Geoscientist,7854,Technology,Partner,3.0,41.0,28,Qualified,2023-07-14,2023-04-12,
2754,"Hill, Briggs and Roman",Bethany Hurst,jonathan10@example.com,(788)385-8932x48759,"Designer, textile",4305,Education,Trade Show,19.0,49.0,75,Converted,2023-08-06,2023-11-03,
2755,"Hernandez, Simpson and Santos",Dr. Carrie Lee,santanaalexandra@example.net,(976)500-1612,"Engineer, maintenance",8382,Retail,Website,18.0,47.0,6,Contacted,2024-05-02,2024-07-18,
2756,Mathews-Scott,Lauren Hill,vjenkins@example.com,(784)633-5303,"Geologist, wellsite",5566,Retail,Website,2.0,37.0,82,Qualified,2024-01-30,2023-08-09,
2757,Williams Inc,Kathleen Griffin,martineztina@example.org,796-516-7569x438,Chartered loss adjuster,8964,Manufacturing,Website,5.0,1.0,95,Disqualified,2023-04-13,2024-12-24,
2758,Wong Inc,Ronald Taylor,jonesmary@example.net,915-507-3230x807,"Administrator, Civil Service",6158,Technology,Referral,3.0,22.0,5,Disqualified,2023-12-16,2023-11-28,
2759,Pierce-Pena,Michael Duncan,garyrivers@example.net,001-548-707-7884,Multimedia specialist,4292,Finance,Trade Show,15.0,,83,Converted,2023-05-22,2024-06-30,
2760,"Rodriguez, Howell and Ramirez",Lindsey Henderson,jpetty@example.org,426-597-3812x3931,English as a second language teacher,5519,Manufacturing,Email Campaign,1.0,,28,New,2023-05-24,2024-08-29,
