customer_id,company_name,contact_name,email,phone,industry,company_size,segment_id,customer_tier,signup_date,last_interaction,country,state,city,annual_revenue,decision_makers
1345,Williams-Ryan,Jennifer Meadows,lewistyler@example.net,(575)467-5351x53474,Education,27,5,Bronze,2023-05-05,2023-12-01,Aruba,Wisconsin,East Travisland,135767,2
1346,Wright and Sons,Abigail Hernandez,jonathandavis@example.com,7993097578,Education,6540,1,Bronze,2023-12-31,2023-10-17,Georgia,Louisiana,West Jeffreyshire,4947434,7
1347,"Jones, Benjamin and Thomas",Victoria Norris,ganderson@example.org,340-726-0284x65592,Education,8872,5,Platinum,2024-10-21,2024-09-29,Nigeria,Oregon,Port James,9914517,8
1348,Bell-Mcdowell,Kim Thompson,angela61@example.net,944-733-7360x9085,Healthcare,7675,5,Gold,2023-11-20,2024-07-04,Bosnia and Herzegovina,North Dakota,Lake Jonathan,9703713,1
1349,Moore PLC,John Zuniga,eric34@example.com,001-215-312-1676x0896,Technology,6204,4,Gold,2024-01-05,2024-03-29,Macao,Utah,Lake Lance,6299511,7
1350,Tran-Campos,Robert King,burtonkevin@example.com,+1-250-339-8638x3466,Finance,4830,5,Platinum,2024-12-28,2023-04-11,Rwanda,Montana,Vanessaburgh,9426336,4
1351,Cooper and Sons,Alan Mcclain,williamsonlaura@example.net,478.460.1508x33451,Retail,4130,3,Gold,2024-07-04,2024-01-06,Cook Islands,Wyoming,Castroville,5205632,8
1352,"Parker, Stephenson and Johnson",Elizabeth Fox,brandongonzalez@example.com,+1-700-978-6775x50053,Government,6297,6,Bronze,2024-04-21,2023-10-14,Korea,Indiana,South Carlos,3132710,5
1353,Campbell-Carney,Anna Hamilton,edwardstewart@example.com,001-914-482-4364x851,Manufacturing,7376,6,Gold,2024-06-27,2023-12-13,Bahamas,Wisconsin,Jonesfurt,594637,2
1354,Santiago-Cannon,Elizabeth Villanueva,brownjessica@example.org,968-835-9627x83877,Finance,4281,1,Silver,2023-06-13,2024-11-16,Latvia,Wisconsin,West Melvinborough,7678334,5
1355,"Humphrey, Chan and Schmidt",Jennifer Kelly,lmaynard@example.net,767.656.2754,Technology,3849,3,Silver,2024-03-17,2023-09-21,Guinea-Bissau,Michigan,South Diane,2943913,3
1356,"Williams, Lane and Kim",Stephen Simpson,thoward@example.net,990.218.7692,Finance,3942,5,Gold,2024-10-22,2023-04-18,Trinidad and Tobago,North Dakota,Brownstad,8785662,4
1357,Curtis-Wong,Alexander Morrow,proach@example.net,844-224-0294x80468,Retail,7405,4,Silver,2024-10-10,2024-09-05,Wallis and Futuna,Texas,South Gabriel,7468490,8
1358,Rodriguez Group,Cheryl Casey,petersonrichard@example.com,(917)536-7138,Technology,4790,1,Silver,2024-10-23,2024-02-20,Tajikistan,Delaware,Colemanville,7216859,3
1359,Francis-Guerrero,Kimberly Sharp,zmendoza@example.org,001-818-922-4792x2476,Technology,7478,1,Platinum,2024-09-06,2023-03-09,Ethiopia,North Dakota,Steveberg,5703296,8
1360,"Wood, Thompson and Frye",Linda Brown DVM,kellyjones@example.com,745.742.4711,Retail,3052,2,Bronze,2024-02-11,2024-08-26,Grenada,Colorado,Davistown,7665632,1
1361,Bryant-Delgado,Lisa Serrano,clarklaura@example.com,753-583-3642x5503,Healthcare,2874,6,Bronze,2023-01-25,2023-04-28,Yemen,Maryland,Hayesland,5002871,10
1362,"Barnett, Howard and Duncan",Joann Williams,warnertimothy@example.com,(882)558-3201x43545,Government,6498,4,Silver,2023-11-15,2023-11-13,Italy,South Dakota,Tonyaport,5291337,10
1363,"Walter, Johnson and Powell",Nicole Bowers,kjuarez@example.org,+1-306-404-2942x9921,Finance,7331,3,Silver,2024-04-13,2024-07-31,Guam,Arkansas,Guzmanfort,9184779,3
1364,Johnston Ltd,John Golden,taylorandrew@example.net,(799)283-9901,Government,6031,5,Gold,2024-11-17,2023-12-24,Japan,Colorado,Hansenton,6613719,9
1365,Dodson Inc,Walter Johnson,evelyn46@example.net,7139143360,Finance,3221,2,Bronze,2024-06-20,2023-03-20,United States of America,Minnesota,Autumnberg,9795978,2
1366,"Wells, Moss and Rodriguez",William Mcclure,guzmancarl@example.com,817-265-9205x9483,Retail,457,1,Platinum,2024-08-24,2023-01-10,Saudi Arabia,Colorado,Patriciaborough,7085246,1
1367,"Cruz, Clark and Evans",Victoria Rios,dclark@example.org,001-760-515-3530,Healthcare,5644,4,Silver,2024-11-07,2024-05-09,Monaco,Ohio,Port Laurenfort,824974,5
1368,Hill-Stephenson,Henry Ewing,nhudson@example.org,001-340-257-4119x353,Healthcare,8416,6,Bronze,2024-05-21,2024-08-17,Iran,New York,Mcdanielstad,2703380,2
1369,"Sloan, Cook and Gordon",Kerry Moran,heather39@example.com,(790)908-8925,Retail,3285,5,Bronze,2023-05-20,2023-01-18,Korea,New Mexico,Port Christopher,968100,6
1370,"Tyler, Ortiz and Day",Henry Holt,dking@example.net,734-209-5140,Manufacturing,1187,5,Bronze,2023-06-27,2024-09-08,Hungary,California,Johnstown,724180,5
1371,"Weiss, Torres and Sandoval",Patricia Figueroa,elizabethhunter@example.org,8944525539,Finance,5926,4,Bronze,2023-07-18,2023-03-15,Cape Verde,Texas,Brownton,3300355,3
1372,Cook PLC,Jon Reynolds,davismelissa@example.net,324.409.6526,Technology,6367,4,Gold,2024-01-12,2024-10-31,Tanzania,South Dakota,North Chaseburgh,3573413,4
1373,"Johnson, Barnes and Riley",William Garrett,psantos@example.org,683.668.4143,Education,2793,2,Bronze,2024-07-01,2023-07-12,Netherlands,Tennessee,West Tinahaven,9686520,1
1374,Cross-Richardson,Stephanie Daniel,evan16@example.net,962.457.7210,Education,4707,1,Bronze,2024-08-30,2023-09-30,Belgium,Minnesota,Steinshire,8638507,2
1375,Morgan-Davis,Hunter Villegas,gary64@example.org,+1-952-421-7328x4248,Retail,8771,1,Silver,2023-01-17,2023-04-24,Belarus,Tennessee,Zhangfurt,5374064,2
1376,"Wong, Ball and Thomas",George Henry,huertajohn@example.com,(262)253-0302x413,Technology,1863,2,Bronze,2023-07-25,2023-08-09,Gambia,Idaho,West Johnfort,8525063,1
1377,Rogers-Odonnell,Casey Mendoza,qjohnson@example.org,(804)897-6979x98725,Manufacturing,5018,1,Bronze,2023-06-04,2023-01-12,Kiribati,Vermont,Hartmanfurt,7678270,3
1378,"West, Powell and Robinson",Alexander Williams,bartlettchristina@example.com,450.452.2011x2704,Manufacturing,6061,5,Silver,2023-06-21,2024-06-07,Burundi,Indiana,Port Kevinborough,1974149,7
1379,Reynolds Group,Lisa Beck,erika69@example.com,3713198951,Finance,8105,5,Platinum,2023-04-04,2024-03-01,United States Minor Outlying Islands,Illinois,Wilsonstad,8753359,7
1380,White LLC,Jamie Thompson,matthew88@example.net,269-737-1478x7508,Manufacturing,7538,6,Bronze,2023-02-19,2024-12-12,Tanzania,New York,Crystalview,923461,1
1381,Quinn LLC,Lindsey Jackson,sharon79@example.org,(366)804-4867x1188,Technology,8629,2,Platinum,2024-06-07,2024-04-15,French Polynesia,New Hampshire,Robertschester,7451011,9
1382,"Carter, Graves and Ford",William May,davidsonmaria@example.net,656-775-4135,Finance,7189,5,Platinum,2024-04-09,2023-01-22,Kuwait,Rhode Island,South Patriciaton,5279878,6
1383,Novak-Johnson,John Garcia,damon72@example.com,001-421-629-8567,Technology,6018,3,Gold,2024-07-29,2024-10-30,Central African Republic,Massachusetts,South Taylorside,6059562,7
1384,Moore-Santos,Christopher Suarez,jason42@example.net,001-822-202-2041x0649,Education,2663,4,Gold,2023-04-25,2023-02-15,Switzerland,Utah,Lake Joshuamouth,7135915,1
1385,"Jenkins, Sampson and Gonzales",Anthony Allen,terrinavarro@example.com,(393)720-5065x0696,Retail,8527,3,Gold,2024-05-03,2023-04-03,Indonesia,Kentucky,Charlestown,657788,3
1386,Medina Group,Paul Evans DVM,lthomas@example.org,(217)751-9679x296,Retail,7061,3,Silver,2023-02-28,2023-07-17,South Africa,Indiana,Rachelburgh,650396,8
1387,Barrera and Sons,Michael Huynh,jjackson@example.net,849.295.8936x742,Technology,7975,4,Platinum,2024-05-02,2024-01-22,Zimbabwe,Indiana,North Daleborough,655090,6
1388,Mcdaniel PLC,Daniel Walker,earlowens@example.com,6448806324,Retail,4111,4,Bronze,2023-07-23,2023-03-22,Vietnam,Virginia,South Daniel,6247674,6
1389,"Collins, Mcdonald and Wright",Laura Brown,barronkenneth@example.com,469-804-7610,Manufacturing,6018,3,Gold,2023-03-02,2024-06-30,Saudi Arabia,Kentucky,South Steven,655671,3
1390,"Keller, Ellis and Koch",Daniel Gutierrez,johnhayes@example.org,001-246-845-6048x51199,Finance,6447,6,Silver,2023-05-09,2023-05-16,Iraq,New York,Port Darrellfort,8634237,6
1391,White PLC,Melanie White,sullivankelly@example.org,001-822-392-5384x18757,Education,6649,3,Platinum,2023-04-29,2024-05-04,Tokelau,Mississippi,South Ryan,8482754,10
1392,"Robinson, Osborn and Campbell",Morgan Lang,zdixon@example.net,259-226-6866,Education,9657,3,Platinum,2023-09-03,2023-02-07,Australia,Idaho,South Yolanda,326836,10
1393,Holt Ltd,Diana Russo,annyoung@example.org,514.421.3747x279,Manufacturing,2367,6,Platinum,2024-12-23,2024-05-28,Nigeria,Louisiana,Jordanfort,7089183,3
1394,"Sanchez, Daniel and Wright",Kenneth Church,donaldparker@example.net,228.219.5981x6180,Finance,328,5,Silver,2023-06-18,2024-06-11,Kazakhstan,Georgia,Kimberlymouth,2231111,3
1395,Howard-Green,David Anderson,jwhite@example.org,653-725-0169x93297,Technology,1408,6,Platinum,2023-09-04,2024-05-27,Slovakia (Slovak Republic),California,Smithfurt,3010683,5
1396,"Logan, Koch and Walker",Jessica Griffith,maria52@example.net,001-566-447-1181,Manufacturing,72,4,Silver,2023-05-22,2024-02-23,Myanmar,Virginia,New Josefurt,5630043,6
1397,Rowe and Sons,Michael Hodge,wendy16@example.com,001-865-259-9919x6697,Manufacturing,3021,2,Silver,2023-10-04,2024-12-18,Montserrat,Virginia,Ginaport,4034198,8
1398,"Smith, Adams and Clay",Christopher Lawson,mmoore@example.org,977.544.2221x2421,Retail,1527,6,Bronze,2024-10-31,2023-07-07,Costa Rica,Connecticut,Murphyton,3063809,10
1399,Fernandez-Chandler,Jonathan Harris,thomasjohnson@example.com,351.935.6343,Technology,9929,6,Bronze,2024-10-14,2023-10-05,Venezuela,Illinois,Joseland,6114975,5
1400,Sanchez Ltd,Theresa Jackson,daniel68@example.net,(720)268-2994,Healthcare,8402,3,Gold,2023-12-03,2024-05-07,Israel,Oregon,Port Annehaven,1530720,7
1401,"Thompson, Pugh and Carlson",Thomas Morris,mmorgan@example.org,661.536.7461x61605,Healthcare,7426,6,Bronze,2023-12-20,2024-05-02,Puerto Rico,Kansas,Harrisonberg,8457666,5
1402,Smith-Jacobs,Jade Allen,thompsonshawn@example.net,001-394-806-9729x67204,Healthcare,3211,1,Bronze,2024-04-15,2024-10-10,Micronesia,South Dakota,Edwardsside,6561354,5
1403,Oconnell-Smith,Autumn Hoover,melvin17@example.com,904-461-6143x84039,Government,6213,4,Gold,2023-07-25,2023-11-18,Svalbard & Jan Mayen Islands,Pennsylvania,New Kellyview,2273131,6
1404,"Goodwin, Jensen and Long",Nicholas Robinson,debbie28@example.net,(531)632-9967,Healthcare,5890,5,Gold,2024-03-26,2023-03-20,New Caledonia,New Jersey,Ortizhaven,6172887,9
1405,Padilla-Sandoval,Geoffrey Holland,jeremy63@example.com,(728)771-1716x5359,Healthcare,9930,3,Gold,2024-08-11,2023-11-07,Montenegro,North Dakota,Wayneberg,4523636,9
1406,Young-Pham,Monique Padilla,mark41@example.com,001-639-443-1491,Technology,5846,3,Gold,2024-06-11,2024-12-15,Antigua and Barbuda,Pennsylvania,Fordfurt,2566790,5
1407,Pierce LLC,Andrew Johnson DDS,julieholt@example.net,001-970-935-4766x307,Finance,1270,6,Bronze,2024-03-01,2023-10-16,Palau,Minnesota,New Melissatown,8281672,3
1408,Ramirez Group,Nicholas Nelson,porterwilliam@example.net,(220)292-5139,Healthcare,9596,6,Gold,2023-02-02,2024-07-25,Bermuda,Maryland,Scottmouth,3060920,10
1409,"Brown, Reed and Wood",John Lopez,kingsusan@example.com,(574)556-8442x633,Government,9153,5,Gold,2024-10-07,2024-09-24,Guam,California,East Jenniferside,3452595,1
1410,"Taylor, Davis and Williams",Anthony Stanley,doris49@example.org,559.634.1773,Manufacturing,3839,6,Bronze,2024-11-29,2024-05-28,United States Virgin Islands,New Jersey,New Jenniferberg,1775580,9
1411,Davis Group,Stacey Ortega,suzannejones@example.com,881.910.8023x883,Technology,2310,6,Gold,2023-11-25,2024-10-06,Dominican Republic,Minnesota,Collinsland,1266155,10
1412,"Maldonado, Bailey and Browning",Cody Myers,zmartin@example.org,+1-623-784-9203x17591,Technology,9958,1,Bronze,2024-04-23,2024-03-30,Haiti,Wyoming,Taylorfurt,4152194,10
1413,Young-Sampson,Sherry Davis,ehorn@example.org,238.427.6534,Manufacturing,4924,5,Platinum,2023-10-13,2024-03-25,Romania,Hawaii,New Michael,5889641,6
1414,"White, Jones and Frazier",Mark Tapia,erika44@example.net,579-420-7405x1870,Healthcare,1692,6,Platinum,2023-11-30,2024-03-25,Austria,Florida,Kimberlyhaven,4145026,10
1415,Johnson and Sons,Michael Rodriguez,halltommy@example.net,001-810-529-7295x75512,Education,924,6,Bronze,2023-12-27,2024-03-19,Sierra Leone,Tennessee,East Jacqueline,3131355,3
1416,Garcia-Hughes,Joseph Carr,escobartracy@example.com,(413)734-5958,Education,5751,4,Silver,2023-02-16,2024-11-27,Netherlands Antilles,Washington,Meganton,9888921,10
1417,Golden-Jones,Jacob Clark,mpatterson@example.com,001-782-756-4858x64766,Manufacturing,8147,4,Bronze,2023-08-23,2024-02-14,Tokelau,Mississippi,South Stevenshire,7038354,5
1418,Jones-Brooks,Emily Taylor,robert70@example.com,(264)669-7950,Manufacturing,6521,4,Bronze,2024-05-20,2024-04-03,Cyprus,North Carolina,New Nathan,5061871,2
1419,Thomas-Marshall,Robert Fowler,fowlereric@example.com,(612)838-0294,Government,2212,4,Platinum,2023-06-27,2024-11-29,Bhutan,Maine,Bakerfort,1636969,6
1420,"Davis, Chambers and Gould",Paul Castro,jessicapayne@example.org,+1-535-784-9999x1695,Government,9841,6,Gold,2023-04-15,2024-02-06,Lebanon,Tennessee,Christiantown,9685527,1
1421,Kelley Group,Nicole Ellis,martinezjustin@example.net,(833)360-9891x05045,Retail,7420,6,Gold,2023-02-14,2024-09-10,Guyana,South Carolina,Richardsonhaven,3588601,5
1422,"Gay, Howard and Moss",Alan Evans,lowerebecca@example.org,228.765.4907x87255,Finance,1966,3,Bronze,2024-03-18,2024-02-23,Kuwait,Mississippi,Malonetown,7529149,10
1423,Sandoval-Johnson,Jennifer Odonnell,hmatthews@example.org,001-451-928-4836x95595,Education,1019,6,Platinum,2024-03-01,2024-09-09,Turks and Caicos Islands,Florida,Georgeville,6384551,7
1424,"Chambers, Vance and Harper",Alex Mills,tylermartinez@example.org,(835)312-0945,Finance,7699,2,Gold,2024-03-14,2024-10-04,Monaco,Minnesota,Gonzalezfort,6115048,10
1425,"Neal, Adams and Schwartz",Joshua Wells,hharrell@example.net,511.413.3795x23314,Finance,1345,6,Platinum,2023-01-10,2023-12-06,Senegal,Wisconsin,East Tracyfort,7083679,4
1426,Reese Group,Lisa Williams,leestacey@example.org,001-908-322-0448x4351,Education,4194,5,Gold,2023-12-14,2024-08-09,Antigua and Barbuda,Maine,Lake Monica,386174,1
1427,"Casey, Chen and Dixon",Donald Davis,mccarthyamber@example.net,513.277.4340,Government,5603,6,Platinum,2024-02-24,2023-08-31,Sri Lanka,South Dakota,South Jeffreybury,5928807,9
1428,Hall PLC,Christopher Miller,melissa97@example.net,(285)446-2116x70062,Technology,2184,3,Bronze,2023-11-30,2024-07-19,Honduras,Nevada,Jennifermouth,3674965,7
1429,Clayton and Sons,Michael Oneal,bradley11@example.org,649-668-9509x291,Finance,4459,6,Gold,2024-06-20,2023-11-17,Guinea,Maine,Kirbyton,4946005,8
1430,Buchanan-Parker,Brian Copeland,qhall@example.net,8467514444,Education,5080,5,Bronze,2024-08-05,2024-06-23,Cayman Islands,Massachusetts,Lake Paige,8669924,9
1431,"Robles, Evans and Stewart",Justin Perez,wrighttina@example.com,+1-942-713-9136,Finance,8643,2,Silver,2023-12-23,2023-12-20,Bulgaria,West Virginia,Rojasstad,4317107,3
1432,Scott and Sons,Tracy Mcneil MD,melissabyrd@example.com,001-912-747-2237x20741,Healthcare,7833,1,Bronze,2024-09-16,2023-06-22,Dominica,Rhode Island,Hurleyborough,3893562,6
1433,Davis Inc,Sydney Lopez,rdiaz@example.net,(363)221-8945,Retail,8584,3,Bronze,2024-01-21,2024-10-27,South Georgia and the South Sandwich Islands,Rhode Island,Howardville,8436870,9
1434,Mitchell Ltd,David Gonzalez,matthew43@example.org,697-419-7204x0932,Finance,3220,6,Bronze,2024-09-24,2024-03-23,Belgium,Utah,Walkerfurt,3333227,4
1435,Carter and Sons,Jose Hogan,khubbard@example.com,978-839-0712x125,Retail,1289,1,Silver,2023-08-10,2023-03-23,Macao,Texas,South Kathy,4814111,5
1436,"Hanson, Thompson and Johnson",Kevin Briggs,douglas83@example.org,897-778-9516,Government,933,1,Bronze,2023-02-08,2023-07-21,Angola,Wisconsin,South Samuel,1091456,2
1437,"Grimes, Walker and Price",John Davis,smithpaul@example.com,001-685-774-3973x84718,Retail,1231,4,Silver,2024-09-20,2024-11-06,Botswana,Idaho,New Erikchester,3349655,8
1438,Rivera Inc,Kyle Boyd,manningjamie@example.net,202-862-3705,Government,7454,6,Gold,2024-02-11,2024-11-11,Philippines,Minnesota,Port Wendy,9759627,3
1439,Campbell-Wu,Troy Campos,troy31@example.com,+1-614-455-9036x535,Government,3352,4,Silver,2024-12-22,2023-07-06,Jamaica,New Hampshire,Mcgeeberg,2907896,7
1440,"Olson, Jones and Torres",Adam Ballard,sheila24@example.net,001-820-659-6425x49780,Healthcare,7911,1,Platinum,2023-01-30,2024-04-17,French Guiana,Wisconsin,Gainesbury,1259218,2
1441,Williams-Bailey,Cynthia Henson,jacob11@example.net,+1-254-824-0150x4379,Government,8989,1,Silver,2023-09-05,2024-06-08,Heard Island and McDonald Islands,Minnesota,South Jose,4510909,9
1442,Watson-Austin,Patricia Dawson,dean42@example.net,001-804-636-8275,Retail,8115,6,Gold,2023-02-15,2024-05-20,Uruguay,New Hampshire,Solomonfort,3141915,6
1443,Brown PLC,Joseph Daniels,hrichmond@example.net,001-494-951-1932x46719,Finance,2812,2,Platinum,2024-10-18,2023-01-15,Algeria,Washington,Lake Laura,6276574,10
1444,"Cruz, Flores and Solis",Katelyn Chavez,james20@example.net,001-936-413-0144x641,Manufacturing,9256,6,Gold,2023-02-21,2023-02-11,Japan,New York,Alyssatown,6602933,10
1445,"Walker, Fletcher and Ingram",Stephanie Adams,hornestephen@example.org,8379097184,Retail,945,5,Platinum,2023-12-14,2024-05-24,Lebanon,Indiana,South Laurieberg,7606652,6
1446,"Jackson, Collins and House",Alan Ross,druiz@example.org,+1-270-818-3256x618,Technology,62,5,Gold,2024-07-28,2024-08-14,Armenia,Alabama,Browntown,1781675,1
1447,Christensen and Sons,Caroline Foster,morganraymond@example.org,810-911-8169x34910,Education,8499,4,Bronze,2023-01-29,2024-12-16,Finland,South Carolina,Christopherchester,3948224,3
1448,"Hernandez, Hernandez and Rodriguez",Raymond Barr,william61@example.com,721.717.0254x496,Technology,2583,6,Gold,2024-11-05,2023-04-25,Saint Barthelemy,Colorado,West Martha,4518691,9
1449,Rivera Group,Lisa Arellano,mcgrathgeorge@example.org,926-933-5231x754,Technology,3193,2,Bronze,2023-04-23,2023-10-20,Portugal,Indiana,North Joe,8891443,7
1450,Coleman-Dennis,Diana Holmes,gregoryreese@example.net,5732900496,Manufacturing,9489,4,Platinum,2023-10-13,2023-11-24,Taiwan,Nevada,New Nicholas,2728298,10
1451,Dougherty-Collins,Andrea Pollard,scottjennifer@example.org,(549)954-5844x65771,Technology,5655,2,Gold,2023-05-03,2024-01-02,Mozambique,Indiana,New Regina,7889013,4
1452,Pineda and Sons,Patricia Simmons,jonathan84@example.org,349.646.4540x3002,Healthcare,6313,4,Gold,2024-07-06,2024-10-13,Mongolia,Maine,Rachelborough,9396726,9
1453,Lucero and Sons,David Clarke,jennifer35@example.com,(582)228-9657x54920,Technology,3316,2,Platinum,2024-04-11,2023-02-23,New Zealand,California,Emilyfort,234704,2
1454,Mcdowell-Wilson,Paul Rice,nmonroe@example.org,(739)242-8115x876,Retail,1061,4,Silver,2024-10-17,2023-11-24,Northern Mariana Islands,Mississippi,West Oliviaberg,2126133,6
1455,Johnson PLC,Anna Johnson,kenneth00@example.org,873.520.6569x427,Retail,149,6,Silver,2023-10-07,2023-05-25,Chad,Montana,Butlerbury,1785403,2
1456,Wright-Francis,Darryl Carlson,rriddle@example.org,626-542-9306x461,Retail,3315,6,Bronze,2023-10-29,2023-08-08,Saint Kitts and Nevis,Florida,Rebekahton,6068729,9
1457,Douglas-Green,Lauren Freeman,dennis89@example.com,(445)497-9898,Government,4724,3,Gold,2024-05-20,2023-01-20,Pakistan,Louisiana,North Andrew,1991886,5
1458,"Vargas, Ross and Rodriguez",Kara Rose,nathan90@example.net,(779)586-6269x233,Manufacturing,147,1,Silver,2024-04-22,2024-06-22,Western Sahara,Illinois,Michelleburgh,6294693,7
1459,"Harris, Kirby and Freeman",Ashley Montoya,larryschmidt@example.com,9135111751,Manufacturing,3389,3,Silver,2023-10-28,2024-10-12,Syrian Arab Republic,Oregon,North Matthew,5800785,7
1460,"Parker, Robinson and Simpson",Andrea Frederick,mariosutton@example.net,458.791.0548,Education,2615,6,Platinum,2023-06-05,2023-11-06,Fiji,Illinois,Port David,1483213,3
1461,Schneider PLC,Joshua Guerrero,jgrant@example.net,001-977-751-5367x209,Technology,6298,4,Bronze,2024-05-14,2024-04-13,Saint Martin,Ohio,Tammyfurt,8790383,6
1462,"Callahan, Carter and Fisher",Cynthia Garcia,millerpatrick@example.net,001-285-540-2621x806,Government,6708,2,Silver,2023-06-18,2023-09-27,British Virgin Islands,Oklahoma,Michelleberg,1592618,7
1463,Ross-Gonzalez,Sara Navarro,laurenrobertson@example.com,248-945-4430,Manufacturing,4798,3,Platinum,2024-06-22,2023-12-09,French Guiana,Delaware,Rachelstad,1782370,9
1464,Davis and Sons,Christopher Richardson,janicegonzalez@example.com,957.886.6070x250,Education,7001,1,Platinum,2024-02-25,2024-05-06,Andorra,North Carolina,Jenniferchester,1473687,1
1465,Palmer-Ortiz,Ryan Clark,qhines@example.com,614-512-4043x968,Finance,9562,4,Bronze,2023-01-06,2024-10-05,Micronesia,Texas,North Rachel,8291803,2
1466,Chen-Schmidt,Leslie Page,thomasknight@example.net,001-493-381-9879,Education,5457,1,Bronze,2024-09-10,2024-11-28,Lao People's Democratic Republic,West Virginia,Stephentown,1820439,9
1467,Sanford Group,Melinda Flores,davidanderson@example.net,852-889-3281,Finance,1327,4,Platinum,2023-05-27,2023-05-31,Tanzania,South Carolina,Santanashire,4226810,2
1468,Nguyen Ltd,Natasha Rhodes,ymcbride@example.com,393-876-5118x25665,Healthcare,9777,1,Platinum,2023-05-04,2023-03-11,Greenland,Kentucky,South George,1660311,4
1469,Martinez-Mueller,Dakota Morales,lcollins@example.com,+1-387-957-4465x4482,Healthcare,9147,6,Silver,2023-03-19,2023-04-03,Greenland,Massachusetts,Mullenview,770852,6
1470,Robinson Inc,Daniel Duran,ibrooks@example.net,+1-365-569-9638x74477,Finance,1431,2,Gold,2024-06-27,2024-04-13,Maldives,Vermont,West Michelle,1564190,1
1471,Wood-Ellis,Lisa Hardy,yfisher@example.com,(620)667-0393x36777,Government,1565,1,Gold,2023-05-29,2023-12-09,British Virgin Islands,West Virginia,New Jacobton,305394,4
1472,"Stark, Hill and Dean",Omar Dixon,hfitzgerald@example.com,620.831.0666,Manufacturing,5902,1,Gold,2023-12-13,2024-07-31,Luxembourg,Virginia,Foxhaven,5209684,6
1473,"Garrett, Swanson and Harvey",Julie Carpenter,garciamorgan@example.org,794.361.9069x239,Technology,8839,6,Silver,2024-11-23,2024-07-10,Paraguay,North Dakota,Longchester,9193226,10
1474,"Warren, Thomas and Smith",James Patrick,maywendy@example.com,(741)314-2076,Government,3662,2,Gold,2023-05-10,2024-02-15,Netherlands Antilles,Mississippi,Kimbury,9658240,7
1475,"Jones, Johnson and Nelson",Mackenzie Bradley,xbrown@example.com,986.887.6129,Education,6182,2,Bronze,2024-11-24,2024-11-17,Congo,Michigan,Crystalfurt,1244965,5
1476,"Perez, Rosales and Cooper",Maurice Hunt,gabriellatorres@example.net,001-795-231-2008,Finance,792,1,Silver,2023-07-24,2024-12-14,Korea,Arizona,South Jennifer,3175670,4
1477,Sharp-Robinson,Robert Hernandez,carterconnie@example.org,297.362.1779x42921,Education,2234,4,Gold,2024-01-31,2023-04-08,Russian Federation,Michigan,South Katietown,8326484,10
1478,Young-Walker,Antonio Cline,brenda19@example.com,001-251-896-6271x457,Finance,8714,6,Platinum,2024-07-22,2023-11-15,Syrian Arab Republic,Wyoming,South William,7625521,8
1479,Lowe Group,Austin Garza,melissarios@example.net,476-970-7002,Retail,6955,2,Gold,2023-08-12,2023-05-14,Madagascar,Maine,North Holly,278314,4
1480,"Gardner, Mason and Fischer",Richard Mitchell,martha49@example.org,+1-486-484-9874x93203,Education,9068,4,Platinum,2023-01-19,2024-05-15,Latvia,Mississippi,Tarafort,9013691,6
1481,Murphy-Thornton,Stacie Lewis,jorgeashley@example.com,908.713.2225,Technology,4248,1,Silver,2023-04-30,2023-10-15,Sao Tome and Principe,Kansas,Jessicatown,9696484,5
1482,Wood-Stevenson,Crystal Mitchell,donnacoleman@example.org,(247)976-0382,Technology,1007,1,Silver,2023-07-06,2024-01-19,Tanzania,Virginia,Nelsonmouth,9957232,4
1483,"Morrison, Price and Mendoza",Shane Harrington,katelynsalazar@example.org,583.838.7688,Retail,9526,5,Silver,2023-09-10,2023-03-31,Kiribati,Indiana,Rasmussenville,6456772,6
1484,Newton and Sons,John Clayton,timothyproctor@example.org,001-252-519-9806x8496,Healthcare,4750,2,Gold,2023-02-11,2023-10-16,Cape Verde,Washington,South Elaine,7379973,3
1485,"Davis, Brown and Powell",William Drake,qnixon@example.net,997.618.1905,Education,8224,5,Silver,2023-06-08,2023-09-21,Puerto Rico,New York,Bradchester,2747982,5
1486,Hughes Inc,Dana Ramirez,yjimenez@example.com,888-349-1986,Healthcare,2323,5,Gold,2023-01-16,2023-06-23,Haiti,New Mexico,West Tanner,3520763,10
1487,"Bailey, Cannon and Morton",Kelly Johnson,rtaylor@example.net,438-658-0099x9866,Manufacturing,5138,6,Bronze,2024-11-09,2023-02-17,Ethiopia,South Carolina,West Wesleymouth,3849519,6
1488,"Lawson, Brooks and Perez",Robert Young,nrandall@example.net,(810)677-9977x2222,Government,6217,6,Bronze,2024-07-06,2023-08-25,Dominican Republic,Kansas,North Dylantown,2378534,8
1489,Harmon-Chase,Jason Marks,sgallagher@example.com,001-293-380-5145x386,Education,8459,1,Silver,2024-07-10,2024-10-08,Luxembourg,Michigan,North Anthonyland,5938149,6
1490,"Wilkerson, Reed and Carroll",Stephanie Moore,michellescott@example.com,(752)332-2148x94413,Education,6596,5,Silver,2023-06-02,2023-02-07,Micronesia,Colorado,Ryanmouth,9952542,1
1491,Smith-Rojas,Jessica Wood,smithryan@example.org,(811)528-7408x11730,Government,8699,2,Bronze,2023-07-21,2023-04-07,Kazakhstan,North Dakota,Taylorshire,4035388,1
