lead_id,campaign_id,audience_id,first_name,last_name,email,phone,company,job_title,industry,company_size,lead_source,lead_score,status,created_date,last_activity,converted_date,country,state,city,utm_source,utm_medium,utm_campaign
665,24,6,Tammy,Bailey,flowersemily@example.net,(679)347-5816x602,Jenkins and Sons,"Engineer, production",Manufacturing,4948,SEO,57,New,2023-12-28,2024-04-04,,Iran,Pennsylvania,Schultzville,seo,paid,email_campaign_24
666,47,4,Tiffany,Caldwell,zle@example.net,541.985.5950,Watson-Wang,Animator,Technology,7561,Influencer,4,Qualified,2024-02-05,2024-01-17,2023-07-25,Guernsey,South Carolina,Lake Meghanville,influencer,organic,content_marketing_campaign_47
667,48,7,Austin,Reyes,autumn78@example.com,001-592-885-5162x159,Morales-Wright,"Engineer, civil (consulting)",Government,7020,Social Media,63,Qualified,2023-11-14,2024-06-30,,Romania,North Dakota,Williamston,social_media,organic,seo_campaign_48
668,9,5,Dean,Medina,kimberly33@example.com,939-601-4309,Vasquez LLC,Volunteer coordinator,Healthcare,7082,Webinars,52,Nurturing,2024-05-04,2024-03-22,,Sierra Leone,Washington,Alexanderland,webinars,paid,content_marketing_campaign_9
669,34,7,Sylvia,Gonzalez,beckrobin@example.net,001-835-565-8260x8252,"Ruiz, Garza and Baker",Broadcast journalist,Healthcare,8300,Events,98,Disqualified,2024-04-06,2024-12-10,2024-02-22,Brunei Darussalam,Utah,East Laura,events,social,seo_campaign_34
670,5,5,Joseph,Sandoval,michelle61@example.org,001-778-992-5946,Soto-Nelson,Microbiologist,Manufacturing,3519,Influencer,24,Contacted,2024-08-28,2024-07-19,,Uzbekistan,California,New Connorside,influencer,paid,social_media_campaign_5
671,6,3,Jason,Morse,williamsmith@example.com,(803)688-1937,Herrera LLC,Research scientist (maths),Technology,4263,SEO,49,Nurturing,2024-07-24,2024-07-24,2024-08-31,Mali,Kansas,East Mario,seo,email,email_campaign_6
672,7,3,Daniel,Ramos,rhondasmith@example.org,576.947.7090x67618,Thomas-Munoz,"Accountant, chartered",Education,6899,Influencer,84,Converted,2024-07-19,2024-02-20,,Colombia,Connecticut,Thomasport,influencer,referral,direct_mail_campaign_7
673,34,7,Megan,Foster,douglasdakota@example.com,001-630-832-6456,Evans-Chapman,Charity officer,Education,607,Events,42,Nurturing,2024-07-14,2024-10-07,,Pitcairn Islands,Alaska,Muellerview,events,referral,seo_campaign_34
674,3,7,Tammy,Ball,obrewer@example.com,(751)397-0181,Sanders PLC,Curator,Retail,6411,Influencer,60,New,2023-04-07,2023-07-03,,Uzbekistan,Kansas,New Johnfurt,influencer,social,seo_campaign_3
675,50,4,Nancy,Cisneros,iflynn@example.org,269-408-8754,"Hall, Mejia and Richardson",Exercise physiologist,Government,8250,Influencer,39,Qualified,2024-10-27,2024-11-24,2024-09-25,Guyana,New Hampshire,Port Mark,influencer,email,email_campaign_50
676,31,3,Larry,Hull,xberry@example.net,001-551-302-1401x283,"Rivera, Palmer and Walters",Race relations officer,Retail,9474,Paid Search,2,Qualified,2023-12-18,2024-09-23,,Korea,Connecticut,Hickmanland,paid_search,organic,events_campaign_31
677,45,1,Anthony,Johnson,dmason@example.net,712-546-0516x4838,West PLC,Futures trader,Technology,9132,Direct Mail,59,Converted,2023-10-23,2024-10-17,,Togo,Arkansas,South Joshuaport,direct_mail,paid,influencer_campaign_45
678,42,1,Megan,Velazquez,qrhodes@example.org,873-903-3249,Gaines-Terrell,"Geneticist, molecular",Government,5576,Direct Mail,15,New,2024-05-19,2024-05-22,,Togo,Arizona,Jaclynmouth,direct_mail,social,direct_mail_campaign_42
679,8,5,Amber,Ewing,vsmith@example.com,(970)879-9594,Garcia Inc,Radio broadcast assistant,Retail,7745,Influencer,51,Contacted,2023-11-27,2024-04-05,,Samoa,Minnesota,Petersonberg,influencer,referral,direct_mail_campaign_8
680,37,3,Kristy,Hernandez,nvega@example.com,254.803.9098x46856,Cummings-Daniel,"Education officer, environmental",Government,6681,Events,9,Qualified,2024-10-28,2024-12-23,,Lebanon,Arizona,Waremouth,events,organic,direct_mail_campaign_37
681,39,3,Nicholas,Williams,ashleyorozco@example.com,(363)277-9271,Malone-Mcneil,Community pharmacist,Healthcare,9076,Content Marketing,77,Converted,2023-05-30,2024-05-30,2023-12-22,United Arab Emirates,Tennessee,West James,content_marketing,social,email_campaign_39
682,13,5,Gabrielle,Parsons,frenchjason@example.net,644.560.6069,"Stark, Ross and Cooper","Conservator, furniture",Healthcare,5588,SEO,57,Disqualified,2024-05-28,2024-07-01,2024-09-13,Bermuda,Florida,Johnton,seo,email,email_campaign_13
683,25,2,Michelle,Baker,justin75@example.org,619-480-4255,"Pham, Nguyen and Mccann",Paediatric nurse,Government,4960,Direct Mail,17,Contacted,2024-10-24,2024-09-25,,Tokelau,Nevada,Stephenstown,direct_mail,social,paid_search_campaign_25
684,3,7,Jeremy,Lawrence,garywright@example.org,901.995.8663x9928,Gillespie PLC,Research scientist (maths),Healthcare,1250,Influencer,33,Qualified,2023-04-29,2024-03-19,,China,Oregon,South Ruthshire,influencer,organic,seo_campaign_3
685,20,1,Kevin,Simmons,jameswhite@example.net,407.200.5102x87451,Becker Ltd,"Accountant, chartered certified",Technology,8014,Influencer,47,Contacted,2024-07-06,2024-08-20,,Falkland Islands (Malvinas),North Dakota,Harveyland,influencer,email,events_campaign_20
686,18,7,Richard,Anderson,vflores@example.org,001-915-726-9744x20360,Moss-Frederick,Energy engineer,Healthcare,220,Webinars,74,Contacted,2024-11-17,2024-12-01,,Portugal,Oklahoma,South Amanda,webinars,email,email_campaign_18
687,28,1,Brandon,Miller,matthew92@example.org,(967)214-8581,Diaz Ltd,Clinical biochemist,Retail,7083,Display,64,Disqualified,2024-12-19,2024-12-30,,Bulgaria,Alaska,West Charles,display,social,influencer_campaign_28
688,3,7,David,Hart,david32@example.net,704.793.7958x291,Cochran-Jones,"Engineer, mining",Government,9902,Influencer,83,Converted,2023-03-14,2024-04-10,2024-10-28,Lao People's Democratic Republic,Michigan,Turnerville,influencer,paid,seo_campaign_3
689,12,4,Kerry,Cochran,brandimoore@example.org,(591)888-3124x977,"Clarke, Castillo and Macias",Further education lecturer,Finance,3134,Events,82,Contacted,2023-12-16,2024-11-09,,Nigeria,New Jersey,Martinfurt,events,paid,seo_campaign_12
690,31,3,Daniel,Mckee,jeffrey80@example.org,+1-890-234-8042x479,"Johnson, Williams and Mitchell",Tourist information centre manager,Technology,6865,Paid Search,90,Contacted,2023-12-31,2024-05-31,2024-03-15,Chad,Montana,Nealberg,paid_search,social,events_campaign_31
691,24,6,Jose,Moore,walkerkimberly@example.org,5913401527,"Wilson, Stevens and Weiss",Occupational hygienist,Finance,1079,SEO,34,Converted,2024-10-21,2024-01-26,,Solomon Islands,Alabama,Lake Cameronview,seo,social,email_campaign_24
692,40,2,Laura,Robinson,cheryl47@example.com,(929)983-5966,Bird and Sons,"Therapist, nutritional",Technology,2766,Email,22,Converted,2023-03-10,2023-06-18,,Lao People's Democratic Republic,Washington,South Mark,email,email,webinars_campaign_40
693,47,4,James,Jacobs,andrewsjacqueline@example.net,9649761442,Wilkinson Ltd,"Journalist, broadcasting",Finance,4257,Influencer,85,New,2024-03-17,2023-11-19,,Egypt,Delaware,Harveyberg,influencer,email,content_marketing_campaign_47
694,48,7,Ryan,Clements,sophia39@example.org,939-569-0453x9252,Bryant-Wright,Sales promotion account executive,Technology,3627,Social Media,32,New,2024-06-30,2023-10-26,,Egypt,South Dakota,North Henry,social_media,social,seo_campaign_48
695,28,1,Kyle,Bruce,kellyalvarez@example.com,5987537203,Nguyen Inc,Office manager,Technology,2057,Display,32,Qualified,2024-12-19,2024-12-28,,Russian Federation,Colorado,Staceymouth,display,referral,influencer_campaign_28
696,32,4,Brian,Matthews,cynthia04@example.org,(445)764-1199,Foley-Anderson,"Exhibitions officer, museum/gallery",Retail,584,Influencer,63,Disqualified,2023-01-31,2023-03-23,,Swaziland,Washington,Rebeccastad,influencer,social,events_campaign_32
697,47,4,Haley,Carr,sarah19@example.net,415.675.5716x6328,Sanchez-Larsen,Planning and development surveyor,Technology,6726,Influencer,18,New,2024-02-29,2024-10-19,,Haiti,Virginia,Youngberg,influencer,email,content_marketing_campaign_47
698,50,4,Aaron,Graham,edwardskeith@example.org,898-268-5697x71433,"Williams, Cannon and Johnson",Armed forces operational officer,Technology,4662,Influencer,98,Converted,2024-10-29,2024-12-16,,Cuba,Rhode Island,South Mariah,influencer,referral,email_campaign_50
699,33,7,Angela,Medina,benjaminlloyd@example.com,+1-716-838-8168x78518,"Williams, Bell and Johnson","Therapist, art",Education,5474,Display,52,Disqualified,2024-07-25,2024-08-11,,Christmas Island,North Dakota,North Timothyberg,display,organic,direct_mail_campaign_33
700,11,2,Madison,Ramsey,nunezsherry@example.com,223.573.5640x783,Mack PLC,"Producer, radio",Retail,9805,Events,75,Nurturing,2024-11-18,2024-09-11,,Equatorial Guinea,Minnesota,Cathyborough,events,organic,paid_search_campaign_11
701,30,3,Patricia,Green,cbaker@example.com,(688)767-5185x7116,Williams-Barnett,Medical secretary,Government,6590,Influencer,27,Contacted,2024-05-22,2024-10-30,,Australia,South Dakota,Clarkberg,influencer,email,paid_search_campaign_30
702,47,4,Antonio,Bailey,roy33@example.com,001-477-830-3167x871,Watson PLC,Quarry manager,Manufacturing,2519,Influencer,2,New,2023-08-06,2024-06-23,2024-12-04,Zimbabwe,Maine,Manuelton,influencer,paid,content_marketing_campaign_47
703,19,5,Brittany,Johnson,wadebrenda@example.net,497.667.3887,Davis-Lewis,"Engineer, electrical",Government,4622,Influencer,32,Disqualified,2024-04-18,2024-09-24,2024-03-17,Belgium,Maine,West Eric,influencer,paid,direct_mail_campaign_19
704,40,2,Sharon,Odom,tholt@example.com,479-996-5466,"Lee, Garcia and Obrien",Multimedia programmer,Healthcare,2381,Email,44,Qualified,2023-03-06,2023-10-06,,Azerbaijan,Alabama,East John,email,social,webinars_campaign_40
705,15,2,Peggy,Mitchell,patrick77@example.org,(451)258-9041,Jones-Powell,Armed forces logistics/support/administrative officer,Manufacturing,8885,Paid Search,15,Qualified,2023-07-23,2023-09-08,,Micronesia,Maine,Toddton,paid_search,referral,events_campaign_15
706,36,3,Patrick,Lee,nguyenthomas@example.net,884-544-2022x48248,"Jones, Oneill and Young",Camera operator,Finance,6013,Direct Mail,6,Qualified,2024-10-16,2024-11-24,2024-12-11,Antigua and Barbuda,Vermont,South Erika,direct_mail,referral,social_media_campaign_36
707,8,5,Samantha,French,elizabethortiz@example.com,404-771-8911,Huber-Rhodes,Customer service manager,Finance,7966,Influencer,53,Disqualified,2023-11-19,2024-09-27,,Bahrain,Arizona,West Christian,influencer,email,direct_mail_campaign_8
708,13,5,Katelyn,Black,acevedoyvonne@example.net,+1-614-605-1325x1790,Johnson-Ward,Accommodation manager,Retail,4504,SEO,7,Converted,2024-05-02,2024-06-23,,Kuwait,North Dakota,North Andrew,seo,email,email_campaign_13
709,17,2,Lisa,Gomez,enelson@example.org,001-627-657-9407x40337,"Burton, Austin and Montes","Production assistant, television",Technology,9901,Events,30,Qualified,2024-03-04,2024-07-31,,San Marino,South Carolina,Christopherfurt,events,paid,webinars_campaign_17
710,5,5,Adam,Cruz,garyblake@example.com,(231)880-5763x101,"Cook, Russell and Davis",IT technical support officer,Healthcare,6491,Influencer,5,Converted,2024-10-08,2024-05-09,,Kazakhstan,Maine,Marshallport,influencer,referral,social_media_campaign_5
711,25,2,Kimberly,Fields,william81@example.com,3369100770,Herring-Hubbard,Environmental education officer,Manufacturing,7873,Direct Mail,41,Disqualified,2024-12-19,2024-11-20,,Suriname,Arizona,Roseville,direct_mail,email,paid_search_campaign_25
712,29,6,Daniel,Warner,ccollier@example.com,+1-902-614-4415x596,Hall Ltd,"Scientist, physiological",Finance,9252,Influencer,94,Converted,2023-10-24,2024-11-26,,Wallis and Futuna,Hawaii,New Valerie,influencer,organic,seo_campaign_29
713,50,4,Erin,Cardenas,michaelmeadows@example.org,999-592-6653x6197,Vang and Sons,Tax inspector,Government,4972,Influencer,98,Converted,2024-10-27,2024-10-10,,Lithuania,Virginia,East Laura,influencer,referral,email_campaign_50
714,23,5,Megan,Bennett,tara39@example.org,868.971.4134x9317,Jordan LLC,Medical physicist,Retail,1660,Webinars,62,Qualified,2024-12-17,2024-12-22,2024-12-17,Saint Barthelemy,Delaware,Taylortown,webinars,organic,events_campaign_23
715,45,1,Lisa,Grant,sarahwatson@example.com,(946)239-8970x1455,Greene and Sons,Fitness centre manager,Manufacturing,2168,Direct Mail,61,Nurturing,2024-01-29,2023-08-21,,Indonesia,Montana,West Marco,direct_mail,referral,influencer_campaign_45
716,42,1,Brian,Johnson,pedrobrown@example.org,+1-611-601-5616x19738,"Hanson, Robertson and Taylor",Chartered loss adjuster,Government,3785,Direct Mail,1,New,2024-08-31,2024-08-15,2024-09-15,Congo,North Dakota,Elizabethfurt,direct_mail,referral,direct_mail_campaign_42
717,40,2,Brett,Becker,mwoods@example.net,510.844.8177,Montes-Hardy,Building control surveyor,Retail,2270,Email,17,New,2023-03-11,2024-02-19,2024-10-10,Angola,Nebraska,Port Christopher,email,organic,webinars_campaign_40
718,19,5,David,Cruz,mariamoore@example.com,816-993-6835x991,Hill-Copeland,Data processing manager,Healthcare,9461,Influencer,86,New,2024-07-17,2024-10-13,,Christmas Island,Michigan,Port Rachel,influencer,social,direct_mail_campaign_19
719,41,7,Linda,Trujillo,thompsonpamela@example.org,894.699.9522x529,Turner-Meyer,Fish farm manager,Government,7033,Events,99,Nurturing,2024-08-10,2024-08-16,2024-11-30,Turks and Caicos Islands,Delaware,West Kristabury,events,social,display_campaign_41
720,3,7,Ronald,Johnson,floresvictor@example.org,355-490-6278x79025,Reeves LLC,Newspaper journalist,Healthcare,7668,Influencer,22,New,2023-04-04,2024-10-16,,Indonesia,Washington,East Dustinmouth,influencer,referral,seo_campaign_3
721,20,1,Charles,Hogan,cindycooper@example.net,001-797-973-7939,"Stewart, Reed and Elliott",Dancer,Finance,7397,Influencer,35,Nurturing,2024-07-03,2024-07-13,,Cuba,Montana,Smithhaven,influencer,organic,events_campaign_20
722,10,7,Susan,Long,groy@example.org,(258)742-3300,Huber-Johnson,Rural practice surveyor,Manufacturing,2395,Social Media,74,Qualified,2023-05-29,2024-12-26,,Burundi,North Carolina,Walkerburgh,social_media,email,email_campaign_10
723,3,7,Pamela,Vega,christopherfields@example.org,001-365-948-5220x720,Pierce and Sons,Sport and exercise psychologist,Education,4152,Influencer,87,New,2023-04-05,2024-06-26,,New Zealand,Vermont,Gillborough,influencer,organic,seo_campaign_3
724,21,1,Carl,Weber,michael10@example.org,(410)581-9484x226,"Williams, Clark and Smith",Production engineer,Healthcare,2114,Influencer,31,Contacted,2023-05-15,2024-07-27,,Djibouti,Alabama,Lake Joseph,influencer,social,content_marketing_campaign_21
725,41,7,Joshua,Forbes,lindsay91@example.com,001-892-980-9166x31669,"Lowe, Smith and Clark",Accommodation manager,Finance,6125,Events,36,Contacted,2024-05-11,2024-05-07,2024-08-16,Estonia,Pennsylvania,Smithside,events,paid,display_campaign_41
726,19,5,Kristina,Rivera,garciajessica@example.org,364.729.6280x9241,Stewart Inc,Travel agency manager,Government,6684,Influencer,79,Disqualified,2024-09-04,2024-07-10,,Saint Helena,Wyoming,North Mark,influencer,social,direct_mail_campaign_19
727,46,6,Mark,Moore,heatheranderson@example.net,7586837743,"Brown, Lyons and Marquez",Research scientist (maths),Education,2857,Social Media,44,Nurturing,2023-07-25,2023-11-02,,Aruba,Wyoming,North Darrellmouth,social_media,social,display_campaign_46
728,21,1,Luis,Jennings,stevenpadilla@example.net,+1-226-503-1748,Scott LLC,"Social research officer, government",Government,8315,Influencer,1,Nurturing,2024-05-18,2024-02-09,,Jersey,California,Margaretberg,influencer,social,content_marketing_campaign_21
729,39,3,Victoria,Robinson,susan45@example.net,(905)359-6757,Becker Group,"Therapist, drama",Government,8983,Content Marketing,29,New,2023-11-02,2024-07-31,,Isle of Man,Georgia,Sawyermouth,content_marketing,email,email_campaign_39
730,6,3,Wendy,Smith,tammy97@example.org,001-515-622-1336x89600,Reynolds-Goodman,"Conservator, furniture",Manufacturing,8317,SEO,82,Disqualified,2024-08-21,2024-10-24,,Denmark,Alabama,Campbellville,seo,email,email_campaign_6
731,48,7,John,Hood,mray@example.org,415.760.3387x885,"Day, Harding and Valencia",Science writer,Education,8398,Social Media,84,New,2024-01-25,2024-08-22,,Dominica,Oregon,Fosterbury,social_media,email,seo_campaign_48
732,46,6,Regina,Carroll,ruiztyler@example.com,+1-999-844-5744x410,"Whitehead, Jackson and Simmons",Musician,Manufacturing,5626,Social Media,37,Nurturing,2023-07-22,2024-08-30,,Montenegro,Connecticut,Johnsonview,social_media,social,display_campaign_46
733,22,5,Bethany,Gillespie,samanthablack@example.net,+1-990-779-9658x5783,Wade-Salinas,Building surveyor,Education,7815,Display,68,Contacted,2024-06-01,2023-11-11,,Philippines,Arizona,Randallborough,display,email,seo_campaign_22
734,29,6,Denise,Davis,yowens@example.org,+1-535-700-7883x69223,Smith-Strong,Osteopath,Retail,9632,Influencer,78,Contacted,2023-09-27,2024-06-06,,Seychelles,Arizona,East Christopher,influencer,social,seo_campaign_29
735,44,7,Laurie,Edwards,stephenedwards@example.net,001-451-549-7249x032,Olson-Jones,Photographer,Government,5403,Influencer,5,Disqualified,2024-01-26,2024-04-09,,Guatemala,Vermont,Hatfieldton,influencer,social,content_marketing_campaign_44
736,3,7,Blake,Wilson,charles64@example.com,(394)476-1218x939,Rhodes-Campos,"Administrator, education",Government,6857,Influencer,42,New,2023-04-06,2023-12-02,2023-06-28,Canada,Ohio,Lake Jennifer,influencer,email,seo_campaign_3
737,24,6,Paul,Campbell,john04@example.com,(955)995-0263x560,Tate-Obrien,Insurance underwriter,Government,3546,SEO,30,Nurturing,2023-10-15,2024-03-08,2024-05-31,Netherlands Antilles,Arkansas,Erikachester,seo,email,email_campaign_24
738,2,4,April,Benson,richardbennett@example.net,(969)702-2209,Rhodes-Morales,"Programmer, systems",Government,9921,Direct Mail,5,Converted,2024-07-10,2024-12-04,2024-12-04,Bangladesh,Michigan,East Benjaminborough,direct_mail,referral,webinars_campaign_2
739,14,3,Johnny,Carr,egraham@example.org,362-418-3339,"Gillespie, Logan and Lynch","Clinical scientist, histocompatibility and immunogenetics",Technology,5525,Social Media,29,New,2024-02-24,2024-02-11,,Armenia,Arkansas,East William,social_media,organic,social_media_campaign_14
740,29,6,Kaitlyn,White,stewartchristine@example.com,288.372.8206x3228,Fisher PLC,Surgeon,Technology,4770,Influencer,34,Converted,2023-10-15,2024-03-11,,Gibraltar,Florida,Travistown,influencer,referral,seo_campaign_29
741,27,1,Lori,Short,qmercado@example.com,(945)625-7378,Simpson-Escobar,Games developer,Technology,7234,SEO,1,Nurturing,2024-06-24,2024-04-13,,Lesotho,New Jersey,Roweton,seo,organic,webinars_campaign_27
742,6,3,Douglas,Mendez,jashley@example.net,326-980-9282x6164,Smith and Sons,"Research officer, government",Technology,8454,SEO,55,New,2024-08-01,2024-11-16,,Mauritius,North Carolina,Port Jamesfurt,seo,organic,email_campaign_6
743,20,1,Yvonne,Montes,cynthia27@example.net,331.324.2853x54160,"Hawkins, Green and Smith",Printmaker,Technology,1942,Influencer,61,New,2024-07-10,2024-11-20,,Iran,New York,West Georgefort,influencer,organic,events_campaign_20
744,42,1,Dale,Rush,dwilcox@example.com,936.489.5796,"Barr, Gutierrez and Santiago",Land,Technology,1501,Direct Mail,5,Disqualified,2024-11-10,2024-03-11,,Austria,Connecticut,Petersstad,direct_mail,email,direct_mail_campaign_42
745,47,4,Gregory,Watson,michaelroberts@example.com,(939)720-1029,"Gibbs, Kennedy and Wong","Lecturer, further education",Manufacturing,3770,Influencer,77,Converted,2023-10-15,2024-10-16,,San Marino,Maryland,Marieburgh,influencer,paid,content_marketing_campaign_47
746,10,7,Patrick,Gregory,elizabeth20@example.com,764-315-3740,Allen PLC,Event organiser,Government,7277,Social Media,55,Converted,2023-06-25,2024-07-17,,New Caledonia,New Hampshire,Fergusonfurt,social_media,email,email_campaign_10
747,34,7,Luke,Crawford,stokesstephen@example.net,+1-205-284-9688x14499,Blanchard LLC,Retail manager,Education,2801,Events,37,Nurturing,2024-01-31,2024-05-23,,Estonia,Michigan,New Christinaside,events,organic,seo_campaign_34
748,14,3,Ian,Brooks,logandickson@example.net,001-611-811-0851,"Coleman, Hunt and Spencer",IT technical support officer,Retail,3644,Social Media,22,New,2024-01-18,2024-10-25,,British Indian Ocean Territory (Chagos Archipelago),North Carolina,North Lori,social_media,organic,social_media_campaign_14
749,47,4,Heather,Curtis,richbill@example.org,(764)725-9720,Payne-Martin,"Teacher, special educational needs",Retail,7935,Influencer,71,New,2024-03-19,2023-08-30,2024-10-08,Spain,Maine,Bonillaview,influencer,referral,content_marketing_campaign_47
750,47,4,Amber,Griffin,lsmith@example.net,671.878.4721,Ellis Group,Legal secretary,Retail,777,Influencer,35,Contacted,2024-04-20,2024-05-29,2024-02-07,Tonga,Nevada,Lawrenceside,influencer,referral,content_marketing_campaign_47
751,30,3,Shelia,Rivera,mark47@example.com,834-201-9293,"Murphy, Guzman and White",Professor Emeritus,Finance,1049,Influencer,90,Disqualified,2024-05-19,2024-07-31,,Maldives,Rhode Island,North Ericview,influencer,referral,paid_search_campaign_30
752,19,5,Kristin,Mendoza,robertkramer@example.com,(711)656-8622x30706,"Johnson, Stewart and Hall",Multimedia specialist,Technology,2152,Influencer,91,Qualified,2024-05-30,2024-12-08,,Egypt,Arkansas,Port Scott,influencer,social,direct_mail_campaign_19
753,42,1,Jennifer,Kerr,herreracynthia@example.org,947-456-3112x1380,"Strong, Ryan and Yates",Nutritional therapist,Education,1271,Direct Mail,41,Nurturing,2024-10-29,2024-06-11,,Greenland,North Carolina,Bennettstad,direct_mail,organic,direct_mail_campaign_42
754,21,1,Jeanne,Phillips,martinmelissa@example.net,625.821.2886x69059,"Nielsen, Obrien and Juarez",Economist,Retail,8217,Influencer,21,Nurturing,2024-06-29,2024-12-24,,Turks and Caicos Islands,Arizona,Ericbury,influencer,email,content_marketing_campaign_21
755,43,6,Jeffrey,Craig,udavis@example.org,420.936.6864,"Castillo, Price and Simmons",Special educational needs teacher,Manufacturing,5537,Social Media,24,Converted,2023-10-10,2024-04-18,,Antarctica (the territory South of 60 deg S),Washington,East Adam,social_media,organic,seo_campaign_43
756,29,6,Ann,Guerra,vbooker@example.org,(428)933-4557x35623,Newman-Wang,Banker,Finance,5417,Influencer,28,Contacted,2023-10-09,2024-08-16,,Cuba,Arkansas,Port Steven,influencer,social,seo_campaign_29
757,11,2,Andrea,Cabrera,blivingston@example.com,001-524-902-5554x689,Banks-Carter,Civil Service administrator,Education,7810,Events,72,Disqualified,2024-10-31,2024-07-21,,Italy,South Dakota,Ricardomouth,events,social,paid_search_campaign_11
758,34,7,Peter,Buchanan,norman04@example.com,746.773.3229x12489,"Marshall, Norris and Johnson",Pharmacologist,Healthcare,3919,Events,87,Disqualified,2024-03-12,2024-05-09,,Philippines,Louisiana,South Joshua,events,organic,seo_campaign_34
759,27,1,Andrew,Peters,jamie12@example.net,9333980138,Thomas-Walker,Market researcher,Education,9007,SEO,80,New,2024-03-24,2024-11-20,,Belarus,Arizona,North Michaelborough,seo,social,webinars_campaign_27
760,30,3,Joshua,Morton,richard02@example.net,+1-777-928-7156x5969,"Rangel, Contreras and Phillips","Research officer, trade union",Finance,9312,Influencer,44,Disqualified,2024-06-21,2024-12-25,2024-12-04,Gibraltar,Tennessee,Lake Crystal,influencer,social,paid_search_campaign_30
761,37,3,Jennifer,Miller,evansmichael@example.com,483-295-2525,Shannon-Ayala,"Restaurant manager, fast food",Healthcare,1218,Events,51,Nurturing,2024-10-12,2024-12-17,,Norfolk Island,Virginia,North Kevin,events,paid,direct_mail_campaign_37
762,32,4,Kenneth,Phillips,brianharris@example.net,(476)694-7308,Lopez Ltd,Medical laboratory scientific officer,Manufacturing,3965,Influencer,23,Nurturing,2023-06-30,2024-07-31,,Finland,Maine,Lake Jacquelineshire,influencer,social,events_campaign_32
763,50,4,Samuel,Roberts,johnstonchristopher@example.net,280-252-5795,Buckley-Mendoza,Forensic psychologist,Technology,2234,Influencer,84,Qualified,2024-11-06,2024-10-26,,Algeria,Colorado,Port Danielport,influencer,social,email_campaign_50
764,17,2,Laurie,Mckinney,njones@example.net,001-396-327-6861x27342,Johnson and Sons,Water quality scientist,Technology,3340,Events,65,New,2024-07-22,2023-08-17,,Nauru,Maryland,East Christineton,events,referral,webinars_campaign_17
765,35,3,Deanna,Dawson,tbyrd@example.com,(431)391-9908,"Robinson, Flores and Brandt","Engineer, maintenance",Technology,7247,Events,20,Qualified,2024-09-29,2024-12-17,,Iran,New York,West Terriland,events,organic,webinars_campaign_35
766,6,3,Alexander,Rios,montgomerypamela@example.com,705-801-3320x3449,Rubio Inc,Furniture conservator/restorer,Retail,7779,SEO,99,Converted,2024-08-01,2024-12-02,,Korea,Minnesota,West Jasmine,seo,organic,email_campaign_6
767,10,7,Jeremy,Petersen,davidjohnson@example.org,+1-278-811-0570x39963,Kane-Johnson,Location manager,Retail,9954,Social Media,36,Converted,2023-08-04,2024-09-21,,Indonesia,Utah,Port Jennifer,social_media,social,email_campaign_10
768,14,3,Hannah,Brown,rrodriguez@example.com,600.597.1408x63323,Lloyd Group,Leisure centre manager,Retail,8044,Social Media,38,Contacted,2024-04-27,2024-07-07,,Micronesia,Illinois,East Taylor,social_media,referral,social_media_campaign_14
769,47,4,Adam,Lane,douglasrosales@example.com,+1-525-385-4551,"Blevins, Harrington and Maynard",Insurance risk surveyor,Retail,2705,Influencer,100,Qualified,2023-11-26,2024-04-14,,Mexico,Virginia,Gonzalezshire,influencer,social,content_marketing_campaign_47
770,10,7,Stephanie,Patel,scottjoe@example.com,858.546.6486x741,Wang-Anderson,Office manager,Healthcare,1731,Social Media,59,Contacted,2023-03-23,2023-05-04,,Liberia,Montana,North Jorgehaven,social_media,paid,email_campaign_10
771,1,2,William,Rodriguez,johnny15@example.com,(881)343-6116,Parker Inc,"Engineer, civil (contracting)",Education,1248,Display,12,Disqualified,2024-04-14,2024-07-25,,Angola,Michigan,Matthewview,display,organic,content_marketing_campaign_1
772,23,5,Renee,Thompson,pmason@example.com,743.877.1403x44545,Johnson-Hall,Actor,Government,1413,Webinars,12,Disqualified,2024-12-17,2024-12-25,2024-12-18,Singapore,Georgia,New Nicholas,webinars,referral,events_campaign_23
773,31,3,Rebecca,Mcdaniel,pearsonjessica@example.com,001-536-683-8509x5709,Norman PLC,"Teacher, secondary school",Technology,6659,Paid Search,88,Contacted,2023-11-21,2024-01-04,2024-05-05,Puerto Rico,Kentucky,East Joshuahaven,paid_search,paid,events_campaign_31
774,36,3,Joseph,Savage,chess@example.org,001-762-679-5951x429,Austin-Hughes,Teaching laboratory technician,Finance,4812,Direct Mail,18,New,2024-10-22,2024-11-05,,Tajikistan,Vermont,Meganberg,direct_mail,organic,social_media_campaign_36
775,22,5,Gary,Smith,rodrigueztammy@example.net,001-517-734-4794x592,"Wilson, Ortiz and Lewis",Estate agent,Government,2660,Display,55,Contacted,2024-05-04,2024-04-16,,Saint Barthelemy,Colorado,North Christophertown,display,organic,seo_campaign_22
776,36,3,Tammy,Garcia,daisy57@example.com,630-449-4841,"Thornton, Walsh and Preston",Financial trader,Finance,5745,Direct Mail,100,Qualified,2024-09-22,2024-12-05,,Cook Islands,South Dakota,South Gary,direct_mail,referral,social_media_campaign_36
777,31,3,Jennifer,Villarreal,jberry@example.org,+1-430-326-5647x71158,"Grimes, Choi and Moyer","Scientist, research (maths)",Government,9741,Paid Search,36,New,2024-02-08,2024-12-04,,Saint Lucia,Oregon,North Vanessaville,paid_search,email,events_campaign_31
